chromosome,region_start,region_end,gene_id,gene_name,gene_start,gene_end,methylation_diff,p_value,q_value,direction,Unnamed: 0,genebody,Methylation Difference,p-value,q-value
chr13,107000000,107100000,ENSMMUG00000039871,,107042075,107151652,-0.1090248895565753,0.0018477566465182,0.0600240946990173,Decreased in Stressed,7507,ENSMMUG00000039871,-0.3134731,0.024610545972775,0.9942052420186136
chr13,107100000,107200000,ENSMMUG00000039871,,107042075,107151652,-0.1102512807332896,0.0013366750208855,0.0600240946990173,Decreased in Stressed,7507,ENSMMUG00000039871,-0.3134731,0.024610545972775,0.9942052420186136
chr14,79600000,79700000,ENSMMUG00000013055,,79673902,79898101,-0.0714054268684096,0.0302324438547348,0.3449803883508405,Decreased in Stressed,8603,ENSMMUG00000013055,-0.16099477,0.0368175340311563,0.9942052420186136
chr14,79700000,79800000,ENSMMUG00000013055,,79673902,79898101,-0.0716805932047839,0.0302324438547348,0.3449803883508405,Decreased in Stressed,8603,ENSMMUG00000013055,-0.16099477,0.0368175340311563,0.9942052420186136
chr14,79800000,79900000,ENSMMUG00000013055,,79673902,79898101,-0.0719680464173915,0.0302324438547348,0.3449803883508405,Decreased in Stressed,8603,ENSMMUG00000013055,-0.16099477,0.0368175340311563,0.9942052420186136
chr14,82300000,82400000,ENSMMUG00000011115,,82309884,82430752,-0.0770520066935342,0.0126492702344095,0.3449803883508405,Decreased in Stressed,8616,ENSMMUG00000011115,-0.32995188,0.0059560666371811,0.9942052420186136
chr14,82400000,82500000,ENSMMUG00000011115,,82309884,82430752,-0.0770694810649893,0.0126492702344095,0.3449803883508405,Decreased in Stressed,8616,ENSMMUG00000011115,-0.32995188,0.0059560666371811,0.9942052420186136
chr16,35500000,35600000,ENSMMUG00000017197,SAMD14,35242897,35951586,0.0483329753948851,0.0368175340311563,0.8570991749526321,Increased in Stressed,10681,ENSMMUG00000017197,0.26052153,0.0126492702344095,0.9942052420186136
chr16,35600000,35700000,ENSMMUG00000017197,SAMD14,35242897,35951586,0.0485816391473912,0.0368175340311563,0.8570991749526321,Increased in Stressed,10681,ENSMMUG00000017197,0.26052153,0.0126492702344095,0.9942052420186136
chr16,35700000,35800000,ENSMMUG00000017197,SAMD14,35242897,35951586,0.048754838139517,0.0368175340311563,0.8570991749526321,Increased in Stressed,10681,ENSMMUG00000017197,0.26052153,0.0126492702344095,0.9942052420186136
chr16,35800000,35900000,ENSMMUG00000017197,SAMD14,35242897,35951586,0.048861041267471,0.0302324438547348,0.8570991749526321,Increased in Stressed,10681,ENSMMUG00000017197,0.26052153,0.0126492702344095,0.9942052420186136
chr16,35900000,36000000,ENSMMUG00000017197,SAMD14,35242897,35951586,0.0489032290598059,0.0302324438547348,0.8570991749526321,Increased in Stressed,10681,ENSMMUG00000017197,0.26052153,0.0126492702344095,0.9942052420186136
chr17,0,100000,ENSMMUG00000059409,P2RX5,20148,25399,0.0895879077553212,0.024610545972775,1.0,Increased in Stressed,11503,ENSMMUG00000059409,1.0584509,0.0368175340311563,0.9942052420186136
chr18,39200000,39300000,ENSMMUG00000017016,,39201465,39211047,-0.067519554742823,0.015922158337019,0.3325456498388829,Decreased in Stressed,12345,ENSMMUG00000017016,-0.2840721,0.0302324438547348,0.9942052420186136
chr18,48900000,49000000,ENSMMUG00000014451,,48745064,48920006,-0.0612395251907367,0.0445525578652513,0.4523322194374826,Decreased in Stressed,12389,ENSMMUG00000014451,-0.27715945,0.0059560666371811,0.9942052420186136
chr18,50800000,50900000,ENSMMUG00000016674,OACYL,50808419,50917035,-0.0539103517090491,0.0077448523268956,0.3325456498388829,Decreased in Stressed,12404,ENSMMUG00000016674,-0.3731215,0.0077448523268956,0.9942052420186136
chr18,50900000,51000000,ENSMMUG00000016674,OACYL,50808419,50917035,-0.0529704508511569,0.0059560666371811,0.3325456498388829,Decreased in Stressed,12404,ENSMMUG00000016674,-0.3731215,0.0077448523268956,0.9942052420186136
chr18,51100000,51200000,ENSMMUG00000022704,,51134133,51162767,-0.0512554957874253,0.0059560666371811,0.3325456498388829,Decreased in Stressed,12408,ENSMMUG00000022704,0.94237226,0.0368175340311563,0.9942052420186136
chr19,33900000,34000000,ENSMMUG00000005880,Metazoa_SRP,33854782,33910635,-0.0428926008141039,0.0445525578652513,0.3877464801710158,Decreased in Stressed,13274,ENSMMUG00000005880,-0.2977544,0.0368175340311563,0.9942052420186136
chr19,34900000,35000000,ENSMMUG00000000845,MRM3,34967318,34984464,-0.0482170352305488,0.0198928694284731,0.3263827168294219,Decreased in Stressed,13308,ENSMMUG00000000845,-0.5358722,0.0302324438547348,0.9942052420186136
chr19,48800000,48900000,ENSMMUG00000048854,,48864551,48879656,-0.052264948852468,0.0445525578652513,0.3877464801710158,Decreased in Stressed,13706,ENSMMUG00000048854,-0.7923974,0.0126492702344095,0.9942052420186136
chr19,49200000,49300000,ENSMMUG00000014787,,49246146,49256493,-0.0579147271289308,0.024610545972775,0.3263827168294219,Decreased in Stressed,13721,ENSMMUG00000014787,-0.4470361,0.0445525578652513,0.9942052420186136
chr19,49400000,49500000,ENSMMUG00000007551,,49442819,49447654,-0.0587257251527013,0.0302324438547348,0.343662678103823,Decreased in Stressed,13732,ENSMMUG00000007551,-0.63584983,0.024610545972775,0.9942052420186136
chr19,49500000,49600000,ENSMMUG00000049883,,49518130,49518278,-0.0585641331789625,0.0302324438547348,0.343662678103823,Decreased in Stressed,13738,ENSMMUG00000049883,0.7418083,0.0127422666223086,0.9942052420186136
chr19,49600000,49700000,ENSMMUG00000022735,Metazoa_SRP,49629970,49637032,-0.0580201582577615,0.0302324438547348,0.343662678103823,Decreased in Stressed,13744,ENSMMUG00000022735,-0.728305,0.015922158337019,0.9942052420186136
chr19,49800000,49900000,ENSMMUG00000011627,,49869746,49881714,-0.0558377019279776,0.0302324438547348,0.343662678103823,Decreased in Stressed,13756,ENSMMUG00000011627,-0.5397848,0.0302324438547348,0.9942052420186136
chr2,61000000,61100000,ENSMMUG00000054173,,61030755,61051993,-0.0344565152406358,0.0302324438547348,0.6032984901277585,Decreased in Stressed,14537,ENSMMUG00000054173,-0.59304106,0.0302324438547348,0.9942052420186136
chr2,153400000,153500000,ENSMMUG00000022573,TERF2,153446373,153535481,-0.0429684733199047,0.0126492702344095,0.6032984901277585,Decreased in Stressed,15371,ENSMMUG00000022573,-0.3497311,0.015922158337019,0.9942052420186136
chr2,153500000,153600000,ENSMMUG00000022573,TERF2,153446373,153535481,-0.0431216092054271,0.0126492702344095,0.6032984901277585,Decreased in Stressed,15371,ENSMMUG00000022573,-0.3497311,0.015922158337019,0.9942052420186136
chr2,153700000,153800000,ENSMMUG00000016381,PPIA,153752601,153789051,-0.0433761003129476,0.024610545972775,0.6032984901277585,Decreased in Stressed,15376,ENSMMUG00000016381,-0.41097343,0.0368175340311563,0.9942052420186136
chr2,184000000,184100000,ENSMMUG00000054402,,184066676,184067821,-0.0343071783408207,0.0368175340311563,0.6032984901277585,Decreased in Stressed,15584,ENSMMUG00000054402,1.9211856,0.0269870529990343,0.9942052420186136
chr20,71200000,71300000,ENSMMUG00000019188,SEPTIN14,71205045,71211275,-0.0533855214637739,0.015922158337019,0.5450512093382245,Decreased in Stressed,16526,ENSMMUG00000019188,-0.8470593,0.0077448523268956,0.9942052420186136
chr9,131400000,131500000,ENSMMUG00000049837,,131446165,131450529,-0.0588225230993871,0.0198928694284731,0.807638142976489,Decreased in Stressed,26585,ENSMMUG00000049837,-0.52025837,0.0198928694284731,0.9942052420186136
