chromosome,start,context,cluster,methylation_diff,p_value,q_value,direction
chr1,132500000,mCG,c2,0.0099329111798063,0.0465701880994234,0.5162305350821093,Increased in Stressed
chr1,132600000,mCG,c2,0.009862256688621,0.0411020596927643,0.5162305350821093,Increased in Stressed
chr1,132700000,mCG,c2,0.0097872931543738,0.0361586106713543,0.5105964322190604,Increased in Stressed
chr1,132800000,mCG,c2,0.0097082180368595,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,132900000,mCG,c2,0.0096253272114736,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,133000000,mCG,c2,0.0095389000626144,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,133100000,mCG,c2,0.0094491679444521,0.0361586106713543,0.5105964322190604,Increased in Stressed
chr1,133200000,mCG,c2,0.0093564044358083,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,133300000,mCG,c2,0.0092609163103545,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,133400000,mCG,c2,0.0091630496311405,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,133500000,mCG,c2,0.0090631573770267,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,133600000,mCG,c2,0.0089615467755981,0.0411020596927643,0.5162305350821093,Increased in Stressed
chr1,133700000,mCG,c2,0.00885848742541,0.0411020596927643,0.5162305350821093,Increased in Stressed
chr1,133800000,mCG,c2,0.0087541932554704,0.0361586106713543,0.5105964322190604,Increased in Stressed
chr1,133900000,mCG,c2,0.0086488944298466,0.0361586106713543,0.5105964322190604,Increased in Stressed
chr1,134000000,mCG,c2,0.0085427872582117,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,134100000,mCG,c2,0.0084360142647323,0.0411020596927643,0.5162305350821093,Increased in Stressed
chr1,134200000,mCG,c2,0.008328597975606,0.0465701880994234,0.5162305350821093,Increased in Stressed
chr1,134300000,mCG,c2,0.0082204586395366,0.0361586106713543,0.5105964322190604,Increased in Stressed
chr1,134400000,mCG,c2,0.0081115122226707,0.0411020596927643,0.5162305350821093,Increased in Stressed
chr1,134500000,mCG,c2,0.0080017028997858,0.0411020596927643,0.5162305350821093,Increased in Stressed
chr1,134600000,mCG,c2,0.0078909487853029,0.0465701880994234,0.5162305350821093,Increased in Stressed
chr1,134700000,mCG,c2,0.0077791516066705,0.0465701880994234,0.5162305350821093,Increased in Stressed
chr1,135000000,mCG,c2,0.0074369490290195,0.0465701880994234,0.5162305350821093,Increased in Stressed
chr1,146500000,mCG,c2,0.0158387442566054,0.0465701880994234,0.5162305350821093,Increased in Stressed
chr1,146600000,mCG,c2,0.016013941425109,0.0465701880994234,0.5162305350821093,Increased in Stressed
chr1,146700000,mCG,c2,0.0161912486821383,0.0465701880994234,0.5162305350821093,Increased in Stressed
chr1,146800000,mCG,c2,0.0163705067635827,0.0465701880994234,0.5162305350821093,Increased in Stressed
chr1,146900000,mCG,c2,0.0165514275888476,0.0411020596927643,0.5162305350821093,Increased in Stressed
chr1,147000000,mCG,c2,0.0167336872579363,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,147100000,mCG,c2,0.0169169372102718,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,147200000,mCG,c2,0.0171008405451453,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,147300000,mCG,c2,0.0172851539935166,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,147400000,mCG,c2,0.0174697354305786,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,147500000,mCG,c2,0.0176546291211644,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,147600000,mCG,c2,0.0178399500911556,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,147700000,mCG,c2,0.0180258177307697,0.0241496967134148,0.5105964322190604,Increased in Stressed
chr1,147800000,mCG,c2,0.0182123331184207,0.0209643430033235,0.5105964322190604,Increased in Stressed
chr1,147900000,mCG,c2,0.0183995052866337,0.0181377842547257,0.5105964322190604,Increased in Stressed
chr1,148000000,mCG,c2,0.01858726568842,0.0181377842547257,0.5105964322190604,Increased in Stressed
chr1,148100000,mCG,c2,0.0187755058315083,0.0181377842547257,0.5105964322190604,Increased in Stressed
chr1,148200000,mCG,c2,0.0189641407383464,0.0156313451665775,0.5105964322190604,Increased in Stressed
chr1,148300000,mCG,c2,0.0191530451114174,0.0156313451665775,0.5105964322190604,Increased in Stressed
chr1,148400000,mCG,c2,0.0193420402900306,0.0156313451665775,0.5105964322190604,Increased in Stressed
chr1,148500000,mCG,c2,0.0195308464513436,0.0134235912346856,0.5105964322190604,Increased in Stressed
chr1,148600000,mCG,c2,0.019719176442541,0.0134235912346856,0.5105964322190604,Increased in Stressed
chr1,148700000,mCG,c2,0.0199067876566828,0.0097806574568193,0.5042725019015943,Increased in Stressed
chr1,148800000,mCG,c2,0.0200934402708834,0.0082956190902217,0.4597846880755427,Increased in Stressed
chr1,148900000,mCG,c2,0.0202787332421185,0.0082956190902217,0.4597846880755427,Increased in Stressed
chr1,149000000,mCG,c2,0.0204621219802207,0.0082956190902217,0.4597846880755427,Increased in Stressed
chr1,149100000,mCG,c2,0.0206430365454024,0.0097806574568193,0.5042725019015943,Increased in Stressed
chr1,149200000,mCG,c2,0.0208209015372974,0.0097806574568193,0.5042725019015943,Increased in Stressed
chr1,149300000,mCG,c2,0.0209951495082104,0.0082956190902217,0.4597846880755427,Increased in Stressed
chr1,149400000,mCG,c2,0.0211652311338286,0.0070081509361869,0.4439163035864685,Increased in Stressed
chr1,149500000,mCG,c2,0.0213306755758909,0.0070081509361869,0.4439163035864685,Increased in Stressed
chr1,149600000,mCG,c2,0.0214910782149675,0.0058916928482145,0.3958146377118709,Increased in Stressed
chr1,149700000,mCG,c2,0.0216460529672909,0.004932265801831,0.3905297600949775,Increased in Stressed
chr1,149800000,mCG,c2,0.02179529718577,0.0058916928482145,0.3958146377118709,Increased in Stressed
chr1,149900000,mCG,c2,0.0219385631053716,0.0058916928482145,0.3958146377118709,Increased in Stressed
chr1,150000000,mCG,c2,0.0220756608365887,0.004932265801831,0.3905297600949775,Increased in Stressed
chr1,150100000,mCG,c2,0.0222064325002717,0.0041070373903957,0.3793875789378038,Increased in Stressed
chr1,150200000,mCG,c2,0.0223307155554476,0.0041070373903957,0.3793875789378038,Increased in Stressed
chr1,150300000,mCG,c2,0.0224483242052028,0.0041070373903957,0.3793875789378038,Increased in Stressed
chr1,150400000,mCG,c2,0.0225590073766477,0.0041070373903957,0.3793875789378038,Increased in Stressed
chr1,150500000,mCG,c2,0.0226624654383605,0.0041070373903957,0.3793875789378038,Increased in Stressed
chr1,150600000,mCG,c2,0.0227583816482308,0.0034043584268471,0.3793875789378038,Increased in Stressed
chr1,150700000,mCG,c2,0.0228464303883481,0.0034043584268471,0.3793875789378038,Increased in Stressed
chr1,150800000,mCG,c2,0.0229262746903355,0.0034043584268471,0.3793875789378038,Increased in Stressed
chr1,150900000,mCG,c2,0.0229975192175088,0.002805590211887,0.3793875789378038,Increased in Stressed
chr1,151000000,mCG,c2,0.023059737253913,0.002805590211887,0.3793875789378038,Increased in Stressed
chr1,151100000,mCG,c2,0.0231125171337613,0.002805590211887,0.3793875789378038,Increased in Stressed
chr1,151200000,mCG,c2,0.0231555010337017,0.0034043584268471,0.3793875789378038,Increased in Stressed
chr1,151300000,mCG,c2,0.0231883527132037,0.0034043584268471,0.3793875789378038,Increased in Stressed
chr1,151400000,mCG,c2,0.0232108009667436,0.0041070373903957,0.3793875789378038,Increased in Stressed
chr1,151500000,mCG,c2,0.0232227341196034,0.0034043584268471,0.3793875789378038,Increased in Stressed
chr1,151600000,mCG,c2,0.023224175824984,0.0034043584268471,0.3793875789378038,Increased in Stressed
chr1,151700000,mCG,c2,0.0232151846889095,0.0034043584268471,0.3793875789378038,Increased in Stressed
chr1,151800000,mCG,c2,0.0231958019586323,0.0034043584268471,0.3793875789378038,Increased in Stressed
chr1,151900000,mCG,c2,0.0231660334742733,0.0041070373903957,0.3793875789378038,Increased in Stressed
chr1,152000000,mCG,c2,0.0231258655502278,0.002805590211887,0.3793875789378038,Increased in Stressed
chr1,152100000,mCG,c2,0.0230752659277453,0.002805590211887,0.3793875789378038,Increased in Stressed
chr1,152200000,mCG,c2,0.0230142801787749,0.002805590211887,0.3793875789378038,Increased in Stressed
chr1,152300000,mCG,c2,0.0229430168093314,0.002805590211887,0.3793875789378038,Increased in Stressed
chr1,152400000,mCG,c2,0.0228616917606995,0.0041070373903957,0.3793875789378038,Increased in Stressed
chr1,152500000,mCG,c2,0.0227706166887636,0.004932265801831,0.3905297600949775,Increased in Stressed
chr1,152600000,mCG,c2,0.0226701862388918,0.0058916928482145,0.3958146377118709,Increased in Stressed
chr1,152700000,mCG,c2,0.0225607772022197,0.004932265801831,0.3905297600949775,Increased in Stressed
chr1,152800000,mCG,c2,0.0224428467448026,0.0058916928482145,0.3958146377118709,Increased in Stressed
chr1,152900000,mCG,c2,0.0223168560282852,0.0082956190902217,0.4597846880755427,Increased in Stressed
chr1,153000000,mCG,c2,0.0221832366429132,0.0134235912346856,0.5105964322190604,Increased in Stressed
chr1,153100000,mCG,c2,0.0220424211681665,0.0181377842547257,0.5105964322190604,Increased in Stressed
chr1,153200000,mCG,c2,0.0218948373385121,0.0181377842547257,0.5105964322190604,Increased in Stressed
chr1,153300000,mCG,c2,0.0217407933383092,0.0209643430033235,0.5105964322190604,Increased in Stressed
chr1,153400000,mCG,c2,0.0215805219604957,0.0209643430033235,0.5105964322190604,Increased in Stressed
chr1,153500000,mCG,c2,0.0214142000990927,0.0209643430033235,0.5105964322190604,Increased in Stressed
chr1,153600000,mCG,c2,0.0212419633310435,0.0241496967134148,0.5105964322190604,Increased in Stressed
chr1,153700000,mCG,c2,0.0210640561337481,0.0241496967134148,0.5105964322190604,Increased in Stressed
chr1,153800000,mCG,c2,0.0208808372923111,0.0241496967134148,0.5105964322190604,Increased in Stressed
chr1,153900000,mCG,c2,0.0206926622022243,0.0241496967134148,0.5105964322190604,Increased in Stressed
chr1,154000000,mCG,c2,0.0204998724464084,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,154100000,mCG,c2,0.0203027654735654,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,154200000,mCG,c2,0.0201016008941576,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,154300000,mCG,c2,0.0198965829401744,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,154400000,mCG,c2,0.0196877929242297,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,154500000,mCG,c2,0.0194752829319084,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,154600000,mCG,c2,0.0192591796279835,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,154700000,mCG,c2,0.0190396569565678,0.0361586106713543,0.5105964322190604,Increased in Stressed
chr1,154800000,mCG,c2,0.0188169181339796,0.0361586106713543,0.5105964322190604,Increased in Stressed
chr1,154900000,mCG,c2,0.0185912959541486,0.0361586106713543,0.5105964322190604,Increased in Stressed
chr1,155000000,mCG,c2,0.0183632066186307,0.0361586106713543,0.5105964322190604,Increased in Stressed
chr1,155100000,mCG,c2,0.0181330422069594,0.0361586106713543,0.5105964322190604,Increased in Stressed
chr1,155200000,mCG,c2,0.0179011828316898,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,155300000,mCG,c2,0.0176680143614608,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,155400000,mCG,c2,0.0174339571713546,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,155500000,mCG,c2,0.0171994588284392,0.0361586106713543,0.5105964322190604,Increased in Stressed
chr1,155600000,mCG,c2,0.0169649551178073,0.0361586106713543,0.5105964322190604,Increased in Stressed
chr1,155700000,mCG,c2,0.0167308224389903,0.0361586106713543,0.5105964322190604,Increased in Stressed
chr1,155800000,mCG,c2,0.0164973492282273,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,155900000,mCG,c2,0.0162648357681179,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,156000000,mCG,c2,0.0160336810535721,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,156100000,mCG,c2,0.0158042623194991,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,156200000,mCG,c2,0.0155768319397973,0.0241496967134148,0.5105964322190604,Increased in Stressed
chr1,156300000,mCG,c2,0.0153515668594069,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,156400000,mCG,c2,0.0151285367820093,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,156500000,mCG,c2,0.0149077849973958,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,156600000,mCG,c2,0.014689448384707,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,156700000,mCG,c2,0.0144736506227651,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,156800000,mCG,c2,0.0142604815708952,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,156900000,mCG,c2,0.0140499929769015,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,157000000,mCG,c2,0.0138422808017514,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,157100000,mCG,c2,0.0136374900218457,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,157200000,mCG,c2,0.013435725062058,0.0241496967134148,0.5105964322190604,Increased in Stressed
chr1,157300000,mCG,c2,0.01323703666649,0.0241496967134148,0.5105964322190604,Increased in Stressed
chr1,157400000,mCG,c2,0.0130415136156615,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,157500000,mCG,c2,0.0128491941105822,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,157600000,mCG,c2,0.0126600567077045,0.0241496967134148,0.5105964322190604,Increased in Stressed
chr1,157700000,mCG,c2,0.0124740481271954,0.0241496967134148,0.5105964322190604,Increased in Stressed
chr1,157800000,mCG,c2,0.0122910963113253,0.0241496967134148,0.5105964322190604,Increased in Stressed
chr1,157900000,mCG,c2,0.0121111523944872,0.0241496967134148,0.5105964322190604,Increased in Stressed
chr1,158000000,mCG,c2,0.0119341354504859,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,158100000,mCG,c2,0.0117599526277846,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,158200000,mCG,c2,0.0115885127272085,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,158300000,mCG,c2,0.0114197855854796,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,158400000,mCG,c2,0.0112537397441426,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,158500000,mCG,c2,0.0110902409617946,0.0361586106713543,0.5105964322190604,Increased in Stressed
chr1,158600000,mCG,c2,0.0109290700516709,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,158700000,mCG,c2,0.0107699103607291,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,158800000,mCG,c2,0.0106123904281588,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,158900000,mCG,c2,0.0104561348997878,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,159000000,mCG,c2,0.0103007577458621,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,159100000,mCG,c2,0.0101458767224585,0.0241496967134148,0.5105964322190604,Increased in Stressed
chr1,159200000,mCG,c2,0.0099911697613804,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,159300000,mCG,c2,0.0098363713796092,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,159400000,mCG,c2,0.0096812906047097,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,159500000,mCG,c2,0.0095258234827755,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,159600000,mCG,c2,0.0093699101861222,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,159700000,mCG,c2,0.0092134667870825,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,159800000,mCG,c2,0.0090563988065643,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,159900000,mCG,c2,0.0088985733935704,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,160000000,mCG,c2,0.0087398862477201,0.0277185416615701,0.5105964322190604,Increased in Stressed
chr1,160100000,mCG,c2,0.0085802955598133,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,160200000,mCG,c2,0.0084197488217234,0.0361586106713543,0.5105964322190604,Increased in Stressed
chr1,160300000,mCG,c2,0.00825817263347,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,160400000,mCG,c2,0.008095588344968,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,160500000,mCG,c2,0.0079320514393375,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,160600000,mCG,c2,0.0077676001991306,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,160700000,mCG,c2,0.0076022565827342,0.0317128149212107,0.5105964322190604,Increased in Stressed
chr1,160800000,mCG,c2,0.0074360086488116,0.0361586106713543,0.5105964322190604,Increased in Stressed
chr1,160900000,mCG,c2,0.0072687842660095,0.0361586106713543,0.5105964322190604,Increased in Stressed
chr1,161000000,mCG,c2,0.0071004500361044,0.0465701880994234,0.5162305350821093,Increased in Stressed
chr1,161100000,mCG,c2,0.0069308624011845,0.0411020596927643,0.5162305350821093,Increased in Stressed
chr1,161200000,mCG,c2,0.0067599394420345,0.0465701880994234,0.5162305350821093,Increased in Stressed
chr1,161300000,mCG,c2,0.0065876844748768,0.0465701880994234,0.5162305350821093,Increased in Stressed
chr1,161400000,mCG,c2,0.006414170440234,0.0465701880994234,0.5162305350821093,Increased in Stressed
chr10,15200000,mCG,c2,0.0161688102491348,0.0465701880994234,0.4018353043536655,Increased in Stressed
chr10,15600000,mCG,c2,0.0178796928208047,0.0465701880994234,0.4018353043536655,Increased in Stressed
chr10,15700000,mCG,c2,0.0182324068818764,0.0465701880994234,0.4018353043536655,Increased in Stressed
chr10,17400000,mCG,c2,0.0208326900065367,0.0465701880994234,0.4018353043536655,Increased in Stressed
chr10,17500000,mCG,c2,0.0209610595749532,0.0411020596927643,0.4018353043536655,Increased in Stressed
chr10,17600000,mCG,c2,0.0210925883633124,0.0277185416615701,0.4018353043536655,Increased in Stressed
chr10,17700000,mCG,c2,0.0212225280519291,0.0317128149212107,0.4018353043536655,Increased in Stressed
chr10,17800000,mCG,c2,0.0213440163205669,0.0361586106713543,0.4018353043536655,Increased in Stressed
chr10,17900000,mCG,c2,0.0214502334184356,0.0465701880994234,0.4018353043536655,Increased in Stressed
chr10,18000000,mCG,c2,0.0215345332606557,0.0465701880994234,0.4018353043536655,Increased in Stressed
chr10,19200000,mCG,c2,0.0189335271123984,0.0465701880994234,0.4018353043536655,Increased in Stressed
chr10,29200000,mCG,c2,-0.0248095112811495,0.0411020596927643,0.4018353043536655,Decreased in Stressed
chr10,29300000,mCG,c2,-0.0254537313294307,0.0361586106713543,0.4018353043536655,Decreased in Stressed
chr10,29400000,mCG,c2,-0.0261063751607025,0.0361586106713543,0.4018353043536655,Decreased in Stressed
chr10,29500000,mCG,c2,-0.0267637832934178,0.0411020596927643,0.4018353043536655,Decreased in Stressed
chr10,29600000,mCG,c2,-0.0274222987157167,0.0411020596927643,0.4018353043536655,Decreased in Stressed
chr10,29700000,mCG,c2,-0.0280785480560747,0.0361586106713543,0.4018353043536655,Decreased in Stressed
chr10,29800000,mCG,c2,-0.0287282340802992,0.0361586106713543,0.4018353043536655,Decreased in Stressed
chr10,29900000,mCG,c2,-0.0293646474151739,0.0361586106713543,0.4018353043536655,Decreased in Stressed
chr10,30000000,mCG,c2,-0.0299808741108595,0.0317128149212107,0.4018353043536655,Decreased in Stressed
chr10,30100000,mCG,c2,-0.0305702911719814,0.0277185416615701,0.4018353043536655,Decreased in Stressed
chr10,30200000,mCG,c2,-0.0311269684953781,0.0277185416615701,0.4018353043536655,Decreased in Stressed
chr10,30300000,mCG,c2,-0.0316459195261491,0.0361586106713543,0.4018353043536655,Decreased in Stressed
chr10,30400000,mCG,c2,-0.0321226011129776,0.0411020596927643,0.4018353043536655,Decreased in Stressed
chr10,30500000,mCG,c2,-0.0325517423711396,0.0411020596927643,0.4018353043536655,Decreased in Stressed
chr10,31000000,mCG,c2,-0.0334575393240182,0.0465701880994234,0.4018353043536655,Decreased in Stressed
chr10,31100000,mCG,c2,-0.0335424504072419,0.0465701880994234,0.4018353043536655,Decreased in Stressed
chr10,31200000,mCG,c2,-0.0335750420221436,0.0465701880994234,0.4018353043536655,Decreased in Stressed
chr10,31300000,mCG,c2,-0.033556232073529,0.0411020596927643,0.4018353043536655,Decreased in Stressed
chr10,31400000,mCG,c2,-0.0334889258019359,0.0411020596927643,0.4018353043536655,Decreased in Stressed
chr10,31500000,mCG,c2,-0.0333744506351665,0.0411020596927643,0.4018353043536655,Decreased in Stressed
chr10,31600000,mCG,c2,-0.033214112438739,0.0411020596927643,0.4018353043536655,Decreased in Stressed
chr10,31700000,mCG,c2,-0.033012157814219,0.0411020596927643,0.4018353043536655,Decreased in Stressed
chr10,31800000,mCG,c2,-0.032470399721483,0.0361586106713543,0.4018353043536655,Decreased in Stressed
chr10,31900000,mCG,c2,-0.0319540140771914,0.0411020596927643,0.4018353043536655,Decreased in Stressed
chr10,32000000,mCG,c2,-0.0314800870929091,0.0411020596927643,0.4018353043536655,Decreased in Stressed
chr10,32100000,mCG,c2,-0.0310520142133702,0.0361586106713543,0.4018353043536655,Decreased in Stressed
chr10,32200000,mCG,c2,-0.0306663470243576,0.0465701880994234,0.4018353043536655,Decreased in Stressed
chr10,32300000,mCG,c2,-0.0303169509861687,0.0411020596927643,0.4018353043536655,Decreased in Stressed
chr10,32400000,mCG,c2,-0.0301071722960886,0.0411020596927643,0.4018353043536655,Decreased in Stressed
chr10,32500000,mCG,c2,-0.0298840729348763,0.0361586106713543,0.4018353043536655,Decreased in Stressed
chr10,32600000,mCG,c2,-0.0296470779305008,0.0465701880994234,0.4018353043536655,Decreased in Stressed
chr10,32700000,mCG,c2,-0.0293950479954775,0.0465701880994234,0.4018353043536655,Decreased in Stressed
chr10,79900000,mCG,c2,-0.0096617201804369,0.0361586106713543,0.4018353043536655,Decreased in Stressed
chr10,80000000,mCG,c2,-0.0103536266764339,0.0465701880994234,0.4018353043536655,Decreased in Stressed
chr10,80100000,mCG,c2,-0.0110187755138941,0.0465701880994234,0.4018353043536655,Decreased in Stressed
chr10,80200000,mCG,c2,-0.0116519750027099,0.0465701880994234,0.4018353043536655,Decreased in Stressed
chr10,80400000,mCG,c2,-0.012813505128181,0.0411020596927643,0.4018353043536655,Decreased in Stressed
chr10,80500000,mCG,c2,-0.0133451598550109,0.0361586106713543,0.4018353043536655,Decreased in Stressed
chr10,80600000,mCG,c2,-0.0138511571961585,0.0277185416615701,0.4018353043536655,Decreased in Stressed
chr10,80700000,mCG,c2,-0.0143375067142526,0.0277185416615701,0.4018353043536655,Decreased in Stressed
chr10,80800000,mCG,c2,-0.0148076397558944,0.0277185416615701,0.4018353043536655,Decreased in Stressed
chr10,80900000,mCG,c2,-0.0152640171676707,0.0241496967134148,0.4018353043536655,Decreased in Stressed
chr10,81000000,mCG,c2,-0.0157092326934723,0.0156313451665775,0.4018353043536655,Decreased in Stressed
chr10,81100000,mCG,c2,-0.0161468562370651,0.0114800408653482,0.4018353043536655,Decreased in Stressed
chr10,81200000,mCG,c2,-0.0165797140903549,0.0134235912346856,0.4018353043536655,Decreased in Stressed
chr10,81300000,mCG,c2,-0.0170092322623024,0.0114800408653482,0.4018353043536655,Decreased in Stressed
chr10,81400000,mCG,c2,-0.0174360636861536,0.0097806574568193,0.4018353043536655,Decreased in Stressed
chr10,81500000,mCG,c2,-0.0178598779116381,0.0097806574568193,0.4018353043536655,Decreased in Stressed
chr10,81600000,mCG,c2,-0.0182795124560339,0.0097806574568193,0.4018353043536655,Decreased in Stressed
chr10,81700000,mCG,c2,-0.0186937460634035,0.0097806574568193,0.4018353043536655,Decreased in Stressed
chr10,81800000,mCG,c2,-0.0191019853218263,0.0097806574568193,0.4018353043536655,Decreased in Stressed
chr10,81900000,mCG,c2,-0.0195029255272082,0.0114800408653482,0.4018353043536655,Decreased in Stressed
chr10,82000000,mCG,c2,-0.0198952472598961,0.0181377842547257,0.4018353043536655,Decreased in Stressed
chr10,82100000,mCG,c2,-0.0202781246867468,0.0181377842547257,0.4018353043536655,Decreased in Stressed
chr10,82200000,mCG,c2,-0.020649325999851,0.0156313451665775,0.4018353043536655,Decreased in Stressed
chr10,82300000,mCG,c2,-0.0210051306980256,0.0134235912346856,0.4018353043536655,Decreased in Stressed
chr10,82400000,mCG,c2,-0.0213420928706442,0.0156313451665775,0.4018353043536655,Decreased in Stressed
chr10,82500000,mCG,c2,-0.0216585060285409,0.0156313451665775,0.4018353043536655,Decreased in Stressed
chr10,82600000,mCG,c2,-0.0219531994104229,0.0156313451665775,0.4018353043536655,Decreased in Stressed
chr10,82700000,mCG,c2,-0.0222238690604257,0.0134235912346856,0.4018353043536655,Decreased in Stressed
