"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"ENSMMUG00000023052"," MYOM3","ENSMMUG00000023052",719256,"protein_coding","Macaque","1",200.622143,"myomesin 3 [Source:VGNC Symbol;Acc:VGNC:75030]",52.55,2,59594,4314,5259,400,1089,36
"ENSMMUG00000064079"," ","ENSMMUG00000064079",NA,"protein_coding","Macaque","1",201.07599,"",48.92,1,1388,546,1388,NA,842,1
"ENSMMUG00000043586"," ID3","ENSMMUG00000043586",710290,"protein_coding","Macaque","1",201.20983,"inhibitor of DNA binding 3, HLH protein [Source:VGNC Symbol;Acc:VGNC:99974]",51.78,1,4187,360,3558,NA,1599,3
"ENSMMUG00000061500"," ","ENSMMUG00000061500",NA,"protein_coding","Macaque","1",201.278463,"",50.48,1,1460,345,1460,401,714,1
"ENSMMUG00000052344"," PLA2G2C","ENSMMUG00000052344",717084,"protein_coding","Macaque","1",204.541845,"phospholipase A2 group IIC [Source:VGNC Symbol;Acc:VGNC:106472]",50.87,1,24928,456,2171,275,1165,5
"ENSMMUG00000064473"," MRTO4","ENSMMUG00000064473",702926,"protein_coding","Macaque","1",205.447593,"MRT4 homolog, ribosome maturation factor [Source:NCBI gene (formerly Entrezgene);Acc:702926]",50.47,1,25606,720,1899,16,582,9
"ENSMMUG00000017444"," PAX7","ENSMMUG00000017444",702013,"protein_coding","Macaque","1",205.981553,"paired box 7 [Source:VGNC Symbol;Acc:VGNC:75766]",52.3,1,118613,1512,6854,794,4548,9
"ENSMMUG00000032252"," UBIAD1","ENSMMUG00000032252",714320,"protein_coding","Macaque","1",213.169572,"UbiA prenyltransferase domain containing 1 [Source:VGNC Symbol;Acc:VGNC:79881]",48.02,1,16026,1017,3296,298,1981,2
"ENSMMUG00000053436"," ","ENSMMUG00000053436",NA,"protein_coding","Macaque","1",216.28549,"",47.07,1,1262,999,1262,97,166,1
"ENSMMUG00000016837"," KCNAB2","ENSMMUG00000016837",702448,"protein_coding","Macaque","1",218.428745,"potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:VGNC Symbol;Acc:VGNC:73967]",55.82,6,111092,1111,3676,79,3717,15
"ENSMMUG00000001891"," MMP23","ENSMMUG00000001891",702921,"protein_coding","Macaque","1",222.762365,"matrix metallopeptidase 23 [Source:VGNC Symbol;Acc:VGNC:106408]",70.72,1,2449,1173,1173,NA,NA,8
"ENSMMUG00000016917"," UBP1","ENSMMUG00000016917",706283,"protein_coding","Macaque","2",14.257663,"upstream binding protein 1 [Source:VGNC Symbol;Acc:VGNC:82712]",40.3,2,53812,1569,3834,272,1954,16
"ENSMMUG00000060249"," ","ENSMMUG00000060249",NA,"protein_coding","Macaque","2",140.177953,"",46.62,1,577,336,577,241,NA,1
"ENSMMUG00000020014"," SRGAP3","ENSMMUG00000020014",701809,"protein_coding","Macaque","2",140.325256,"SLIT-ROBO Rho GTPase activating protein 3 [Source:VGNC Symbol;Acc:VGNC:77968]",45.9,4,263123,3262,3262,NA,NA,22
"ENSMMUG00000012609"," ROBO2","ENSMMUG00000012609",719197,"protein_coding","Macaque","2",194.22347,"roundabout guidance receptor 2 [Source:VGNC Symbol;Acc:VGNC:84067]",36.69,5,1728362,3926,3930,18,NA,25
"ENSMMUG00000059330"," IGFBP1","ENSMMUG00000059330",696994,"protein_coding","Macaque","3",69.473927,"insulin like growth factor binding protein 1 [Source:VGNC Symbol;Acc:VGNC:73574]",46.8,1,9766,846,6096,633,4617,4
"ENSMMUG00000002433"," CAMK2B","ENSMMUG00000002433",706977,"protein_coding","Macaque","3",70.89319,"calcium/calmodulin dependent protein kinase II beta [Source:VGNC Symbol;Acc:VGNC:70524]",55.18,10,108644,1688,2653,143,417,22
"ENSMMUG00000019022"," STK17A","ENSMMUG00000019022",701091,"protein_coding","Macaque","3",71.512462,"serine/threonine kinase 17a [Source:VGNC Symbol;Acc:VGNC:77913]",40.41,4,45107,1012,1302,78,310,6
"ENSMMUG00000015404"," PRKAR2B","ENSMMUG00000015404",700770,"protein_coding","Macaque","3",133.360641,"protein kinase cAMP-dependent type II regulatory subunit beta [Source:VGNC Symbol;Acc:VGNC:76408]",38.79,1,112550,1266,1273,NA,7,11
"ENSMMUG00000063700"," DNAJB9","ENSMMUG00000063700",701094,"protein_coding","Macaque","3",134.841614,"DnaJ heat shock protein family (Hsp40) member B9 [Source:VGNC Symbol;Acc:VGNC:108396]",39.48,3,44675,669,1651,75,1248,3
"ENSMMUG00000015535"," IMMP2L","ENSMMUG00000015535",701823,"protein_coding","Macaque","3",136.967033,"inner mitochondrial membrane peptidase subunit 2 [Source:VGNC Symbol;Acc:VGNC:73596]",35.99,1,829876,528,528,NA,NA,5
"ENSMMUG00000015547"," BMT2","ENSMMUG00000015547",704714,"protein_coding","Macaque","3",139.091739,"base methyltransferase of 25S rRNA 2 homolog [Source:VGNC Symbol;Acc:VGNC:70398]",37.19,1,126979,1218,3906,131,2557,5
"ENSMMUG00000015548"," GPR85","ENSMMUG00000015548",703214,"protein_coding","Macaque","3",139.360516,"G protein-coupled receptor 85 [Source:VGNC Symbol;Acc:VGNC:73147]",39.22,3,4490,1113,2746,158,1268,2
"ENSMMUG00000017544"," MED23","ENSMMUG00000017544",714629,"protein_coding","Macaque","4",35.148784,"mediator complex subunit 23 [Source:VGNC Symbol;Acc:VGNC:74562]",36.26,7,49902,4026,5040,NA,3548,29
"ENSMMUG00000012525"," ","ENSMMUG00000012525",699375,"protein_coding","Macaque","6",165.979066,"",50.49,1,408,408,408,NA,NA,1
"ENSMMUG00000009365"," SPDL1","ENSMMUG00000009365",699624,"protein_coding","Macaque","6",166.990485,"spindle apparatus coiled-coil protein 1 [Source:VGNC Symbol;Acc:VGNC:77992]",36.56,3,18150,1785,4919,23,3118,10
"ENSMMUG00000014126"," LCP2","ENSMMUG00000014126",700374,"protein_coding","Macaque","6",167.641517,"lymphocyte cytosolic protein 2 [Source:VGNC Symbol;Acc:VGNC:74243]",45.19,3,50695,1233,2340,547,556,17
"ENSMMUG00000009426"," FAN1","ENSMMUG00000009426",713125,"protein_coding","Macaque","7",7.30442,"FANCD2 and FANCI associated nuclease 1 [Source:VGNC Symbol;Acc:VGNC:72595]",43.61,4,40456,2570,3391,155,536,10
"ENSMMUG00000005270"," RYR3","ENSMMUG00000005270",694996,"protein_coding","Macaque","7",9.648646,"ryanodine receptor 3 [Source:VGNC Symbol;Acc:VGNC:84763]",42.07,1,564782,14613,14613,NA,NA,104
"ENSMMUG00000005278"," AVEN","ENSMMUG00000005278",695227,"protein_coding","Macaque","7",10.214729,"apoptosis and caspase activation inhibitor [Source:VGNC Symbol;Acc:VGNC:70059]",40.47,1,186236,1071,1122,NA,51,6
"ENSMMUG00000011515"," STRN3","ENSMMUG00000011515",717081,"protein_coding","Macaque","7",92.98183,"striatin 3 [Source:VGNC Symbol;Acc:VGNC:78127]",39.02,4,133561,2268,2762,293,504,17
"ENSMMUG00000012726"," NUBPL","ENSMMUG00000012726",717011,"protein_coding","Macaque","7",93.667312,"NUBP iron-sulfur cluster assembly factor, mitochondrial [Source:VGNC Symbol;Acc:VGNC:75442]",37.92,2,259220,957,1984,29,2025,11
"ENSMMUG00000057166"," ","ENSMMUG00000057166",NA,"protein_coding","Macaque","7",96.484485,"",41.14,1,35480,126,126,NA,NA,5
"ENSMMUG00000054885"," ","ENSMMUG00000054885",NA,"protein_coding","Macaque","7",96.576157,"",50.21,1,715,330,715,292,93,1
"ENSMMUG00000006243"," TDRD9","ENSMMUG00000006243",701635,"protein_coding","Macaque","7",166.252237,"tudor domain containing 9 [Source:VGNC Symbol;Acc:VGNC:99264]",42.75,1,127165,3927,3927,NA,NA,35
"ENSMMUG00000022939"," PACS2","ENSMMUG00000022939",709722,"protein_coding","Macaque","7",167.62172,"phosphofurin acidic cluster sorting protein 2 [Source:VGNC Symbol;Acc:VGNC:75671]",57.44,2,83825,2668,2668,NA,NA,24
"ENSMMUG00000059525"," ","ENSMMUG00000059525",NA,"protein_coding","Macaque","7",168.550157,"",43.35,1,1504,447,1401,954,NA,2
"ENSMMUG00000012560"," HHLA1","ENSMMUG00000012560",100430297,"protein_coding","Macaque","8",132.355055,"HERV-H LTR-associating 1 [Source:HGNC Symbol;Acc:HGNC:4904]",41.95,1,34407,1542,1542,NA,NA,14
"ENSMMUG00000060367"," ","ENSMMUG00000060367",NA,"protein_coding","Macaque","9",0.586603,"",66.21,1,1086,1086,1086,NA,NA,1
"ENSMMUG00000047015"," ","ENSMMUG00000047015",106995524,"protein_coding","Macaque","10",30.762395,"",50.42,5,46902,1641,1641,NA,NA,10
"ENSMMUG00000017384"," ESS2","ENSMMUG00000017384",711157,"protein_coding","Macaque","10",33.504915,"ess-2 splicing factor homolog [Source:VGNC Symbol;Acc:VGNC:72280]",56.24,2,13063,1410,2356,27,524,11
"ENSMMUG00000000171"," ZGPAT","ENSMMUG00000000171",719499,"protein_coding","Macaque","10",98.917717,"zinc finger CCCH-type and G-patch domain containing [Source:VGNC Symbol;Acc:VGNC:98469]",51.63,2,30866,1533,2500,90,224,10
"ENSMMUG00000050571"," SAMD10","ENSMMUG00000050571",100424838,"protein_coding","Macaque","10",99.19971,"sterile alpha motif domain containing 10 [Source:VGNC Symbol;Acc:VGNC:108032]",61.19,2,5037,602,2197,122,1396,6
"ENSMMUG00000001906"," MED13L","ENSMMUG00000001906",713867,"protein_coding","Macaque","11",115.68044,"mediator complex subunit 13L [Source:VGNC Symbol;Acc:VGNC:74555]",37.64,3,320308,6465,7641,145,2685,31
"ENSMMUG00000017081"," THSD7B","ENSMMUG00000017081",710967,"protein_coding","Macaque","12",21.938378,"thrombospondin type 1 domain containing 7B [Source:VGNC Symbol;Acc:VGNC:99411]",37.69,1,929653,4818,7725,91,2634,29
"ENSMMUG00000013832"," ABCB11","ENSMMUG00000013832",709261,"protein_coding","Macaque","12",56.058639,"ATP binding cassette subfamily B member 11 [Source:VGNC Symbol;Acc:VGNC:81339]",37.17,1,110746,3972,4399,214,NA,28
"ENSMMUG00000020511"," FASTKD1","ENSMMUG00000020511",706154,"protein_coding","Macaque","12",56.630224,"FAST kinase domains 1 [Source:VGNC Symbol;Acc:VGNC:72580]",39.33,7,50930,2448,2766,197,NA,14
"ENSMMUG00000023434"," NBAS","ENSMMUG00000023434",698203,"protein_coding","Macaque","13",93.317208,"NBAS subunit of NRZ tethering complex [Source:VGNC Symbol;Acc:VGNC:96557]",39.57,6,587667,7002,7002,NA,NA,52
"ENSMMUG00000053871"," ","ENSMMUG00000053871",NA,"protein_coding","Macaque","13",98.525189,"",50.31,1,2121,2121,2121,NA,NA,1
"ENSMMUG00000002054"," KLF11","ENSMMUG00000002054",702323,"protein_coding","Macaque","13",98.698419,"Kruppel like factor 11 [Source:VGNC Symbol;Acc:VGNC:73818]",50.77,2,12256,1514,3123,185,1298,4
"ENSMMUG00000019736"," SHANK2","ENSMMUG00000019736",708192,"protein_coding","Macaque","14",3.67896,"SH3 and multiple ankyrin repeat domains 2 [Source:VGNC Symbol;Acc:VGNC:101396]",51.76,5,662801,4946,5217,151,NA,19
"ENSMMUG00000017292"," CHRM1","ENSMMUG00000017292",574362,"protein_coding","Macaque","14",11.286736,"cholinergic receptor muscarinic 1 [Source:VGNC Symbol;Acc:VGNC:81370]",61.17,1,1383,1383,1383,NA,NA,1
"ENSMMUG00000005761"," UBXN1","ENSMMUG00000005761",718643,"protein_coding","Macaque","14",11.519051,"UBX domain protein 1 [Source:VGNC Symbol;Acc:VGNC:79135]",53,1,2596,894,1161,181,86,9
"ENSMMUG00000006595"," TUT1","ENSMMUG00000006595",722271,"protein_coding","Macaque","14",11.612569,"terminal uridylyl transferase 1, U6 snRNA-specific [Source:VGNC Symbol;Acc:VGNC:101424]",49.53,1,15671,2613,2737,78,46,9
"ENSMMUG00000015146"," FTH1","ENSMMUG00000015146",574118,"protein_coding","Macaque","14",12.15796,"ferritin heavy chain 1 [Source:NCBI gene (formerly Entrezgene);Acc:574118]",49.9,1,3030,552,901,224,125,4
"ENSMMUG00000015598"," NR1H3","ENSMMUG00000015598",713679,"protein_coding","Macaque","14",18.491881,"nuclear receptor subfamily 1 group H member 3 [Source:VGNC Symbol;Acc:VGNC:75505]",50.55,1,19686,1362,1362,NA,NA,9
"ENSMMUG00000002452"," SLC35C1","ENSMMUG00000002452",715064,"protein_coding","Macaque","14",19.954927,"solute carrier family 35 member C1 [Source:VGNC Symbol;Acc:VGNC:77524]",51.7,2,16955,1076,1922,436,171,4
"ENSMMUG00000004943"," TOR4A","ENSMMUG00000004943",704865,"protein_coding","Macaque","15",0.924784,"torsin family 4 member A [Source:VGNC Symbol;Acc:VGNC:79563]",69.73,1,2058,1272,1337,32,NA,2
"ENSMMUG00000018754"," LCN6","ENSMMUG00000018754",574148,"protein_coding","Macaque","15",1.481376,"lipocalin 6 [Source:NCBI gene (formerly Entrezgene);Acc:574148]",64.49,1,4168,540,540,NA,NA,6
"ENSMMUG00000016827"," UBAC1","ENSMMUG00000016827",711250,"protein_coding","Macaque","15",2.302757,"UBA domain containing 1 [Source:VGNC Symbol;Acc:VGNC:79837]",54.13,3,45526,1270,1676,74,315,11
"ENSMMUG00000000937"," ADAMTS13","ENSMMUG00000000937",722202,"protein_coding","Macaque","15",4.784473,"ADAM metallopeptidase with thrombospondin type 1 motif 13 [Source:VGNC Symbol;Acc:VGNC:69389]",55.49,4,47974,3321,3321,NA,NA,22
"ENSMMUG00000058252"," ","ENSMMUG00000058252",NA,"protein_coding","Macaque","15",32.723456,"",43.63,1,1719,357,1719,26,1336,1
"ENSMMUG00000002361"," PALM2AKAP2","ENSMMUG00000002361",709841,"protein_coding","Macaque","15",32.733694,"PALM2 and AKAP2 fusion [Source:VGNC Symbol;Acc:VGNC:82639]",42.05,5,526658,2871,3756,66,4025,9
"ENSMMUG00000011415"," ERP44","ENSMMUG00000011415",100423317,"protein_coding","Macaque","15",42.812729,"endoplasmic reticulum protein 44 [Source:VGNC Symbol;Acc:VGNC:72295]",37.56,3,118803,1166,2904,174,1568,12
"ENSMMUG00000011414"," STX17","ENSMMUG00000011414",714699,"protein_coding","Macaque","15",42.940207,"syntaxin 17 [Source:VGNC Symbol;Acc:VGNC:78042]",36.75,5,66981,799,1893,67,776,8
"ENSMMUG00000020777"," DNAI1","ENSMMUG00000020777",701307,"protein_coding","Macaque","15",49.675486,"dynein axonemal intermediate chain 1 [Source:VGNC Symbol;Acc:VGNC:71944]",47.19,2,65666,2042,2042,NA,NA,20
"ENSMMUG00000020771"," C15H9orf24","ENSMMUG00000020771",701552,"protein_coding","Macaque","15",49.801197,"chromosome 15 C9orf24 homolog [Source:VGNC Symbol;Acc:VGNC:70351]",45.21,1,18877,789,1170,218,163,7
"ENSMMUG00000002088"," SMU1","ENSMMUG00000002088",703656,"protein_coding","Macaque","15",50.809141,"SMU1 DNA replication regulator and spliceosomal factor [Source:VGNC Symbol;Acc:VGNC:77733]",40.85,3,34677,1539,3596,63,2730,12
"ENSMMUG00000007724"," APTX","ENSMMUG00000007724",702671,"protein_coding","Macaque","15",50.861266,"aprataxin [Source:VGNC Symbol;Acc:VGNC:69838]",43,4,53979,839,1663,58,518,8
"ENSMMUG00000010399"," CARNMT1","ENSMMUG00000010399",706229,"protein_coding","Macaque","15",90.379654,"carnosine N-methyltransferase 1 [Source:VGNC Symbol;Acc:VGNC:70613]",39.24,2,84327,1360,2774,63,2700,8
"ENSMMUG00000010401"," OSTF1","ENSMMUG00000010401",703986,"protein_coding","Macaque","15",90.522641,"osteoclast stimulating factor 1 [Source:VGNC Symbol;Acc:VGNC:75722]",40.69,1,57827,645,1311,206,460,10
"ENSMMUG00000013511"," SAT2","ENSMMUG00000013511",716044,"protein_coding","Macaque","16",7.405364,"spermidine/spermine N1-acetyltransferase family member 2 [Source:VGNC Symbol;Acc:VGNC:77086]",56.99,2,1653,564,897,122,210,6
"ENSMMUG00000022230"," KCNAB3","ENSMMUG00000022230",716583,"protein_coding","Macaque","16",7.716546,"potassium voltage-gated channel subfamily A regulatory beta subunit 3 [Source:HGNC Symbol;Acc:HGNC:6230]",54.73,3,8718,1501,2366,443,323,14
"ENSMMUG00000008750"," ODF4","ENSMMUG00000008750",717320,"protein_coding","Macaque","16",8.126186,"outer dense fiber of sperm tails 4 [Source:VGNC Symbol;Acc:VGNC:75436]",47.82,1,6305,429,429,NA,NA,3
"ENSMMUG00000018579"," SPECC1","ENSMMUG00000018579",704221,"protein_coding","Macaque","16",19.604469,"sperm antigen with calponin homology and coiled-coil domains 1 [Source:VGNC Symbol;Acc:VGNC:78021]",42.77,4,220726,3054,3064,21,NA,13
"ENSMMUG00000064941"," ","ENSMMUG00000064941",NA,"protein_coding","Macaque","16",20.125267,"",49.97,1,9959,330,4574,944,3300,3
"ENSMMUG00000005377"," USP22","ENSMMUG00000005377",712098,"protein_coding","Macaque","16",20.157016,"ubiquitin specific peptidase 22 [Source:VGNC Symbol;Acc:VGNC:78742]",47.9,1,40679,1578,1578,NA,NA,13
"ENSMMUG00000017234"," LRRC59","ENSMMUG00000017234",705396,"protein_coding","Macaque","16",46.383971,"leucine rich repeat containing 59 [Source:VGNC Symbol;Acc:VGNC:81436]",47.12,2,16678,918,2794,174,1287,8
"ENSMMUG00000017231"," ","ENSMMUG00000017231",NA,"protein_coding","Macaque","16",46.410223,"",45.86,1,4049,456,1706,1046,204,4
"ENSMMUG00000020061"," PPP1R9B","ENSMMUG00000020061",106994003,"protein_coding","Macaque","16",46.642404,"protein phosphatase 1 regulatory subunit 9B [Source:VGNC Symbol;Acc:VGNC:76372]",58.56,3,20395,2371,7026,NA,4655,9
"ENSMMUG00000003981"," TTYH2","ENSMMUG00000003981",701738,"protein_coding","Macaque","16",70.547764,"tweety family member 2 [Source:VGNC Symbol;Acc:VGNC:78939]",53.71,4,62391,1564,2858,33,1691,13
"ENSMMUG00000055658"," BTBD17","ENSMMUG00000055658",702102,"protein_coding","Macaque","16",70.693205,"BTB domain containing 17 [Source:VGNC Symbol;Acc:VGNC:104583]",58.69,1,7652,1437,3081,278,809,5
"ENSMMUG00000005733"," RAB37","ENSMMUG00000005733",698842,"protein_coding","Macaque","16",71.00753,"RAB37, member RAS onco family [Source:VGNC Symbol;Acc:VGNC:81535]",49.72,4,80251,684,3228,481,1877,10
"ENSMMUG00000029833"," ARMC7","ENSMMUG00000029833",700833,"protein_coding","Macaque","16",71.455633,"armadillo repeat containing 7 [Source:VGNC Symbol;Acc:VGNC:69915]",52.16,1,25982,597,2789,352,1840,3
"ENSMMUG00000018018"," NUP85","ENSMMUG00000018018",705628,"protein_coding","Macaque","16",71.560089,"nucleoporin 85 [Source:VGNC Symbol;Acc:VGNC:75591]",48.95,4,36026,1884,2494,163,690,18
"ENSMMUG00000013646"," UNK","ENSMMUG00000013646",708156,"protein_coding","Macaque","16",72.154495,"unk zinc finger [Source:VGNC Symbol;Acc:VGNC:79803]",51.01,2,41978,2410,2410,NA,NA,16
"ENSMMUG00000016774"," TRIM65","ENSMMUG00000016774",708355,"protein_coding","Macaque","16",72.261178,"tripartite motif containing 65 [Source:HGNC Symbol;Acc:HGNC:27316]",61.5,2,6579,1515,1774,59,460,6
"ENSMMUG00000009528"," THSD1","ENSMMUG00000009528",100430746,"protein_coding","Macaque","17",30.841679,"thrombospondin type 1 domain containing 1 [Source:VGNC Symbol;Acc:VGNC:78402]",43.32,2,25951,2482,2570,88,NA,4
"ENSMMUG00000022596"," NFATC1","ENSMMUG00000022596",698089,"protein_coding","Macaque","18",0.715139,"nuclear factor of activated T cells 1 [Source:VGNC Symbol;Acc:VGNC:75326]",56.57,2,129835,2812,7584,308,4464,10
"ENSMMUG00000062425"," THEG","ENSMMUG00000062425",701561,"protein_coding","Macaque","19",0.134199,"theg spermatid protein [Source:VGNC Symbol;Acc:VGNC:78379]",54.46,3,19777,1030,6029,591,4408,6
"ENSMMUG00000049968"," POLRMT","ENSMMUG00000049968",100426183,"protein_coding","Macaque","19",0.382631,"RNA polymerase mitochondrial [Source:HGNC Symbol;Acc:HGNC:9200]",61.76,3,22931,3583,4989,32,1365,21
"ENSMMUG00000056220"," ","ENSMMUG00000056220",721100,"protein_coding","Macaque","19",0.452733,"",61.91,4,9785,1010,4660,88,3628,4
"ENSMMUG00000028948"," AZU1","ENSMMUG00000028948",100425740,"protein_coding","Macaque","19",0.59813,"azurocidin 1 [Source:VGNC Symbol;Acc:VGNC:70202]",59.13,1,3800,753,753,NA,NA,5
"ENSMMUG00000003060"," REEP6","ENSMMUG00000003060",707662,"protein_coding","Macaque","19",1.285478,"receptor accessory protein 6 [Source:NCBI gene (formerly Entrezgene);Acc:707662]",59.02,2,8960,693,2617,118,1527,4
