"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"ENSMMUG00000052323"," ","ENSMMUG00000052323",NA,"lncRNA","Macaque","7",129.566508,"",49.04,1,2441,NA,1128,NA,NA,2
"ENSMMUG00000059761"," ","ENSMMUG00000059761",NA,"lncRNA","Macaque","7",148.944146,"",36.38,1,42295,NA,3745,NA,NA,3
"ENSMMUG00000060135"," ","ENSMMUG00000060135",NA,"lncRNA","Macaque","7",159.761662,"",40.07,1,1495,NA,1007,NA,NA,2
"ENSMMUG00000053357"," ","ENSMMUG00000053357",NA,"lncRNA","Macaque","7",163.163131,"",32.58,1,17703,NA,1614,NA,NA,12
"ENSMMUG00000063915"," ","ENSMMUG00000063915",NA,"lncRNA","Macaque","9",9.361716,"",42.74,1,16533,NA,795,NA,NA,4
"ENSMMUG00000051470"," ","ENSMMUG00000051470",NA,"lncRNA","Macaque","9",11.428596,"",39,1,43917,NA,3244,NA,NA,3
"ENSMMUG00000058873"," ","ENSMMUG00000058873",NA,"lncRNA","Macaque","9",26.671929,"",39.66,1,44873,NA,324,NA,NA,3
"ENSMMUG00000051395"," ","ENSMMUG00000051395",NA,"lncRNA","Macaque","9",73.957268,"",40.68,1,100956,NA,1512,NA,NA,4
"ENSMMUG00000059582"," ","ENSMMUG00000059582",NA,"lncRNA","Macaque","9",79.943581,"",39.48,1,41866,NA,530,NA,NA,3
"ENSMMUG00000050975"," ","ENSMMUG00000050975",NA,"lncRNA","Macaque","9",93.912681,"",44.96,1,2151,NA,963,NA,NA,3
"ENSMMUG00000062236"," ","ENSMMUG00000062236",NA,"lncRNA","Macaque","10",32.285292,"",48.03,5,20734,NA,1640,NA,NA,3
"ENSMMUG00000064785"," ","ENSMMUG00000064785",NA,"lncRNA","Macaque","10",92.435898,"",48.05,1,15824,NA,1506,NA,NA,3
"ENSMMUG00000061623"," ","ENSMMUG00000061623",NA,"lncRNA","Macaque","10",93.067135,"",49.52,1,12971,NA,464,NA,NA,3
"ENSMMUG00000040330"," ","ENSMMUG00000040330",NA,"lncRNA","Macaque","11",97.301291,"",35.72,2,67420,NA,526,NA,NA,4
"ENSMMUG00000063557"," ","ENSMMUG00000063557",NA,"lncRNA","Macaque","14",43.536443,"",37.04,1,50392,NA,2931,NA,NA,2
"ENSMMUG00000057495"," ","ENSMMUG00000057495",NA,"lncRNA","Macaque","15",58.33367,"",35.29,2,72873,NA,1205,NA,NA,2
"ENSMMUG00000060225"," ","ENSMMUG00000060225",NA,"lncRNA","Macaque","15",60.067308,"",39.43,1,43204,NA,369,NA,NA,3
"ENSMMUG00000061056"," ","ENSMMUG00000061056",NA,"lncRNA","Macaque","17",56.403965,"",37.28,4,467266,NA,526,NA,NA,4
"ENSMMUG00000054803"," ","ENSMMUG00000054803",NA,"lncRNA","Macaque","17",89.964839,"",38.42,1,30710,NA,1021,NA,NA,5
"ENSMMUG00000055924"," ","ENSMMUG00000055924",NA,"lncRNA","Macaque","17",90.114413,"",46.33,1,1390,NA,1294,NA,NA,2
"ENSMMUG00000056759"," ","ENSMMUG00000056759",NA,"lncRNA","Macaque","17",93.462656,"",47.77,2,22047,NA,1919,NA,NA,2
"ENSMMUG00000058948"," ","ENSMMUG00000058948",NA,"lncRNA","Macaque","18",23.813068,"",39.64,1,7518,NA,2487,NA,NA,2
"ENSMMUG00000026868"," ","ENSMMUG00000026868",NA,"miRNA","Macaque","7",163.131713,"",59.09,1,110,NA,110,NA,NA,1
"ENSMMUG00000062980"," Metazoa_SRP","ENSMMUG00000062980",NA,"misc_RNA","Macaque","1",96.755332,"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]",57.76,1,116,NA,116,NA,NA,1
"ENSMMUG00000047025"," Metazoa_SRP","ENSMMUG00000047025",NA,"misc_RNA","Macaque","1",97.361376,"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]",51.51,1,299,NA,299,NA,NA,1
"ENSMMUG00000062327"," Metazoa_SRP","ENSMMUG00000062327",NA,"misc_RNA","Macaque","1",213.117728,"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]",59.46,1,148,NA,148,NA,NA,1
"ENSMMUG00000050946"," Metazoa_SRP","ENSMMUG00000050946",NA,"misc_RNA","Macaque","7",52.715399,"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]",57.64,1,144,NA,144,NA,NA,1
"ENSMMUG00000053575"," Metazoa_SRP","ENSMMUG00000053575",NA,"misc_RNA","Macaque","7",126.684401,"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]",57.26,1,117,NA,117,NA,NA,1
"ENSMMUG00000057186"," Metazoa_SRP","ENSMMUG00000057186",NA,"misc_RNA","Macaque","7",127.179582,"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]",60.14,1,148,NA,148,NA,NA,1
"ENSMMUG00000029855"," ","ENSMMUG00000029855",NA,"processed_pseudogene","Macaque","6",128.460703,"",56,1,525,NA,525,NA,NA,1
"ENSMMUG00000016408"," AHCTF1","ENSMMUG00000016408",702705,"protein_coding","Macaque","1",2.07157,"AT-hook containing transcription factor 1 [Source:VGNC Symbol;Acc:VGNC:69690]",40.08,4,96641,6766,6771,7,NA,34
"ENSMMUG00000000016"," ADSS2","ENSMMUG00000000016",713580,"protein_coding","Macaque","1",4.663495,"adenylosuccinate synthase 2 [Source:VGNC Symbol;Acc:VGNC:69733]",38.31,1,43662,1371,2552,88,1093,13
"ENSMMUG00000062759"," ","ENSMMUG00000062759",NA,"protein_coding","Macaque","1",6.100043,"",45.41,1,370,312,370,1,57,1
"ENSMMUG00000002105"," ZP4","ENSMMUG00000002105",709637,"protein_coding","Macaque","1",11.168446,"zona pellucida glycoprotein 4 [Source:VGNC Symbol;Acc:VGNC:78985]",45.99,1,7927,1617,1617,NA,NA,12
"ENSMMUG00000001060"," RYR2","ENSMMUG00000001060",717179,"protein_coding","Macaque","1",11.22894,"ryanodine receptor 2 [Source:VGNC Symbol;Acc:VGNC:76954]",38.5,1,782948,14904,14904,NA,NA,106
"ENSMMUG00000052207"," ","ENSMMUG00000052207",NA,"protein_coding","Macaque","1",14.685735,"",46.24,1,917,306,917,1,610,1
"ENSMMUG00000019487"," SLC27A3","ENSMMUG00000019487",718424,"protein_coding","Macaque","1",97.284761,"solute carrier family 27 member 3 [Source:VGNC Symbol;Acc:VGNC:77440]",61.1,1,4931,2433,2433,NA,NA,11
"ENSMMUG00000045106"," S100A16","ENSMMUG00000045106",713638,"protein_coding","Macaque","1",97.44863,"S100 calcium binding protein A16 [Source:VGNC Symbol;Acc:VGNC:100127]",57.25,3,6196,312,1219,142,622,3
"ENSMMUG00000004833"," ","ENSMMUG00000004833",NA,"protein_coding","Macaque","1",97.617148,"",49.05,1,1478,516,516,NA,NA,2
"ENSMMUG00000055266"," ","ENSMMUG00000055266",107000794,"protein_coding","Macaque","1",98.301453,"",68.91,1,357,357,357,NA,NA,1
"ENSMMUG00000050804"," ","ENSMMUG00000050804",NA,"protein_coding","Macaque","1",98.490524,"",56.86,1,561,561,561,NA,NA,1
"ENSMMUG00000020924"," PSMB4","ENSMMUG00000020924",710734,"protein_coding","Macaque","1",99.699615,"proteasome 20S subunit beta 4 [Source:VGNC Symbol;Acc:VGNC:76444]",45.18,1,6319,795,4870,NA,4075,7
"ENSMMUG00000045396"," SELENBP1","ENSMMUG00000045396",716741,"protein_coding","Macaque","1",99.734144,"selenium binding protein 1 [Source:VGNC Symbol;Acc:VGNC:100137]",54.99,3,8702,1380,1775,71,434,12
"ENSMMUG00000007903"," TMOD4","ENSMMUG00000007903",709732,"protein_coding","Macaque","1",99.936786,"tropomodulin 4 [Source:VGNC Symbol;Acc:VGNC:78573]",50,1,3978,1038,1038,NA,NA,9
"ENSMMUG00000017314"," NEGR1","ENSMMUG00000017314",703636,"protein_coding","Macaque","1",152.152056,"neuronal growth regulator 1 [Source:VGNC Symbol;Acc:VGNC:81481]",34.87,3,883348,942,1865,NA,2769,6
"ENSMMUG00000013853"," ANKRD13C","ENSMMUG00000013853",702811,"protein_coding","Macaque","1",154.102182,"ankyrin repeat domain 13C [Source:VGNC Symbol;Acc:VGNC:69695]",37.15,1,87800,1626,4053,319,2108,13
"ENSMMUG00000014807"," GNG12","ENSMMUG00000014807",100424606,"protein_coding","Macaque","1",156.594729,"G protein subunit gamma 12 [Source:VGNC Symbol;Acc:VGNC:106371]",41.92,2,130189,255,4302,530,1927,4
"ENSMMUG00000054458"," ","ENSMMUG00000054458",NA,"protein_coding","Macaque","1",157.019448,"",39.65,1,2005,312,2005,758,935,1
"ENSMMUG00000003264"," LEPROT","ENSMMUG00000003264",703005,"protein_coding","Macaque","1",158.982589,"leptin receptor overlapping transcript [Source:VGNC Symbol;Acc:VGNC:74158]",40.12,3,15328,407,1777,23,4086,4
"ENSMMUG00000018566"," JAK1","ENSMMUG00000018566",677689,"protein_coding","Macaque","1",159.46986,"Janus kinase 1 [Source:VGNC Symbol;Acc:VGNC:73810]",42.63,2,130517,3315,5384,179,934,26
"ENSMMUG00000019912"," RSC1A1","ENSMMUG00000019912",695047,"protein_coding","Macaque","1",209.131213,"regulator of solute carriers 1 [Source:HGNC Symbol;Acc:HGNC:10458]",43.02,3,48675,2606,4007,148,2721,10
"ENSMMUG00000002802"," AGMAT","ENSMMUG00000002802",713190,"protein_coding","Macaque","1",209.207725,"agmatinase [Source:VGNC Symbol;Acc:VGNC:99837]",50.36,1,10985,1059,1059,NA,NA,7
"ENSMMUG00000050246"," EFHD2","ENSMMUG00000050246",694155,"protein_coding","Macaque","1",209.483177,"EF-hand domain family member D2 [Source:VGNC Symbol;Acc:VGNC:106353]",56.74,1,19525,729,2244,76,1439,4
"ENSMMUG00000023070"," KAZN","ENSMMUG00000023070",100428292,"protein_coding","Macaque","1",209.797294,"kazrin, periplakin interacting protein [Source:VGNC Symbol;Acc:VGNC:73932]",48.97,2,523201,1779,1779,NA,NA,12
"ENSMMUG00000055233"," ","ENSMMUG00000055233",100427847,"protein_coding","Macaque","1",211.614496,"",53.09,1,3255,1425,1425,NA,NA,3
"ENSMMUG00000021870"," CFAP107","ENSMMUG00000021870",715694,"protein_coding","Macaque","1",211.676155,"cilia and flagella associated protein 107 [Source:VGNC Symbol;Acc:VGNC:70426]",43.79,2,16469,656,2088,329,1103,4
"ENSMMUG00000021447"," TNFRSF1B","ENSMMUG00000021447",715454,"protein_coding","Macaque","1",212.241154,"TNF receptor superfamily member 1B [Source:VGNC Symbol;Acc:VGNC:78590]",55.59,3,43473,1423,2202,110,2227,9
"ENSMMUG00000021834"," C1H1orf127","ENSMMUG00000021834",713731,"protein_coding","Macaque","1",213.476675,"chromosome 1 C1orf127 homolog [Source:VGNC Symbol;Acc:VGNC:70405]",52.03,1,39393,2463,3713,NA,625,13
"ENSMMUG00000023029"," PGD","ENSMMUG00000023029",107000661,"protein_coding","Macaque","1",214.042672,"phosphogluconate dehydrogenase [Source:VGNC Symbol;Acc:VGNC:75963]",48.04,1,20816,1452,2800,605,743,13
"ENSMMUG00000002219"," RBP7","ENSMMUG00000002219",NA,"protein_coding","Macaque","1",214.393425,"retinol binding protein 7 [Source:HGNC Symbol;Acc:HGNC:30316]",46.69,2,76176,453,1096,712,574,4
"ENSMMUG00000006225"," CLSTN1","ENSMMUG00000006225",722304,"protein_coding","Macaque","1",214.566713,"calsyntenin 1 [Source:VGNC Symbol;Acc:VGNC:82127]",49.62,5,192322,2723,2910,NA,938,16
"ENSMMUG00000019687"," CA6","ENSMMUG00000019687",709540,"protein_coding","Macaque","1",215.521742,"carbonic anhydrase 6 [Source:VGNC Symbol;Acc:VGNC:70493]",48.12,3,32399,941,967,50,29,8
"ENSMMUG00000016838"," CHD5","ENSMMUG00000016838",720712,"protein_coding","Macaque","1",218.349657,"chromodomain helicase DNA binding protein 5 [Source:VGNC Symbol;Acc:VGNC:70959]",56.81,7,92055,5875,7959,NA,3230,41
"ENSMMUG00000016837"," KCNAB2","ENSMMUG00000016837",702448,"protein_coding","Macaque","1",218.428745,"potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:VGNC Symbol;Acc:VGNC:73967]",55.82,6,111092,1111,3676,79,3717,15
"ENSMMUG00000056100"," ","ENSMMUG00000056100",NA,"protein_coding","Macaque","1",221.082529,"",50.62,1,2430,474,2430,698,1258,1
"ENSMMUG00000009350"," PRDM16","ENSMMUG00000009350",100430112,"protein_coding","Macaque","1",221.087417,"PR/SET domain 16 [Source:VGNC Symbol;Acc:VGNC:76252]",57.6,1,361922,3831,3831,NA,NA,17
"ENSMMUG00000048622"," TTC34","ENSMMUG00000048622",106998003,"protein_coding","Macaque","1",221.729493,"tetratricopeptide repeat domain 34 [Source:VGNC Symbol;Acc:VGNC:100180]",55.19,1,25501,1701,1701,NA,NA,7
"ENSMMUG00000012381"," MMEL1","ENSMMUG00000012381",698525,"protein_coding","Macaque","1",221.760268,"membrane metalloendopeptidase like 1 [Source:VGNC Symbol;Acc:VGNC:74770]",54.23,2,43567,2307,2576,134,NA,24
"ENSMMUG00000040063"," FNDC10","ENSMMUG00000040063",106996973,"protein_coding","Macaque","1",222.798098,"fibronectin type III domain containing 10 [Source:VGNC Symbol;Acc:VGNC:99954]",77.53,1,681,681,681,NA,NA,1
"ENSMMUG00000001551"," SSU72","ENSMMUG00000001551",702348,"protein_coding","Macaque","1",222.81987,"SSU72 homolog, RNA polymerase II CTD phosphatase [Source:VGNC Symbol;Acc:VGNC:77986]",53.99,2,34653,674,2751,69,2043,4
"ENSMMUG00000019518"," SDF4","ENSMMUG00000019518",699804,"protein_coding","Macaque","1",223.189329,"stromal cell derived factor 4 [Source:VGNC Symbol;Acc:VGNC:77092]",61.4,5,18344,1235,2481,175,1645,6
"ENSMMUG00000015534"," RBM48","ENSMMUG00000015534",703152,"protein_coding","Macaque","3",113.605047,"RNA binding motif protein 48 [Source:VGNC Symbol;Acc:VGNC:76518]",40.34,1,9623,1104,1954,41,809,5
"ENSMMUG00000006771"," DBF4","ENSMMUG00000006771",705468,"protein_coding","Macaque","3",118.205033,"DBF4 zinc finger [Source:VGNC Symbol;Acc:VGNC:71645]",36.48,2,36644,1982,4278,NA,4594,11
"ENSMMUG00000007250"," RBM28","ENSMMUG00000007250",698858,"protein_coding","Macaque","3",154.737437,"RNA binding motif protein 28 [Source:VGNC Symbol;Acc:VGNC:76519]",43.55,4,57777,2262,3943,148,2045,18
"ENSMMUG00000023558"," EXOC2","ENSMMUG00000023558",706296,"protein_coding","Macaque","4",169.413543,"exocyst complex component 2 [Source:VGNC Symbol;Acc:VGNC:72338]",41.19,4,207862,2268,3071,269,211,23
"ENSMMUG00000063025"," CCDC127","ENSMMUG00000063025",710325,"protein_coding","Macaque","6",0.183225,"coiled-coil domain containing 127 [Source:NCBI gene (formerly Entrezgene);Acc:710325]",48.19,2,12134,783,1584,62,648,4
"ENSMMUG00000019996"," ENC1","ENSMMUG00000019996",704577,"protein_coding","Macaque","6",71.489981,"ectodermal-neural cortex 1 [Source:VGNC Symbol;Acc:VGNC:72217]",45.08,1,12926,1770,4461,213,1132,3
"ENSMMUG00000019997"," HEXB","ENSMMUG00000019997",704464,"protein_coding","Macaque","6",71.547284,"hexosaminidase subunit beta [Source:VGNC Symbol;Acc:VGNC:73367]",40.25,2,26788,1672,1788,117,113,14
"ENSMMUG00000012353"," PJA2","ENSMMUG00000012353",705109,"protein_coding","Macaque","6",106.807781,"praja ring finger ubiquitin ligase 2 [Source:VGNC Symbol;Acc:VGNC:75817]",36.83,3,74616,2101,3392,232,1473,10
"ENSMMUG00000063177"," STARD4","ENSMMUG00000063177",706654,"protein_coding","Macaque","6",108.910037,"StAR related lipid transfer domain containing 4 [Source:VGNC Symbol;Acc:VGNC:77947]",36.48,1,16682,618,4713,120,3855,6
"ENSMMUG00000062842"," ","ENSMMUG00000062842",NA,"protein_coding","Macaque","6",121.19441,"",37.37,1,276166,411,1716,435,1,3
"ENSMMUG00000004409"," ZNF608","ENSMMUG00000004409",702182,"protein_coding","Macaque","6",122.014993,"zinc finger protein 608 [Source:VGNC Symbol;Acc:VGNC:79791]",40.3,5,204242,4541,6635,193,1968,9
"ENSMMUG00000057304"," ADAMTS19","ENSMMUG00000057304",705362,"protein_coding","Macaque","6",126.927931,"ADAM metallopeptidase with thrombospondin type 1 motif 19 [Source:HGNC Symbol;Acc:HGNC:17111]",35.09,2,281730,3530,4490,143,1636,22
"ENSMMUG00000011563"," CAMK2A","ENSMMUG00000011563",710540,"protein_coding","Macaque","6",147.733901,"calcium/calmodulin dependent protein kinase II alpha [Source:VGNC Symbol;Acc:VGNC:70523]",52.16,5,69651,1643,4092,NA,3062,18
"ENSMMUG00000019764"," DCTN4","ENSMMUG00000019764",712783,"protein_coding","Macaque","6",148.220502,"dynactin subunit 4 [Source:VGNC Symbol;Acc:VGNC:71625]",38.63,2,45605,1394,2970,24,1552,14
"ENSMMUG00000022869"," GM2A","ENSMMUG00000022869",713375,"protein_coding","Macaque","6",148.689396,"GM2 ganglioside activator [Source:VGNC Symbol;Acc:VGNC:73078]",46.38,2,30268,628,872,92,108,4
"ENSMMUG00000002272"," CLINT1","ENSMMUG00000002272",693871,"protein_coding","Macaque","6",155.209886,"clathrin interactor 1 [Source:VGNC Symbol;Acc:VGNC:84289]",38.42,4,73337,1886,3076,106,1406,12
"ENSMMUG00000002832"," GABRA6","ENSMMUG00000002832",697010,"protein_coding","Macaque","6",159.064357,"gamma-aminobutyric acid type A receptor subunit alpha6 [Source:VGNC Symbol;Acc:VGNC:72851]",37.09,4,21421,1025,4428,477,2617,8
"ENSMMUG00000003239"," CYP11A1","ENSMMUG00000003239",708065,"protein_coding","Macaque","7",51.347916,"cytochrome P450 family 11 subfamily A member 1 [Source:VGNC Symbol;Acc:VGNC:103616]",47.71,2,30591,1488,2431,150,793,8
"ENSMMUG00000018813"," ","ENSMMUG00000018813",NA,"protein_coding","Macaque","7",96.542897,"",46.94,1,833,708,708,NA,NA,2
"ENSMMUG00000061753"," ","ENSMMUG00000061753",NA,"protein_coding","Macaque","7",101.550029,"",38.27,1,2412,2412,2412,NA,NA,1
"ENSMMUG00000011876"," FSCB","ENSMMUG00000011876",701592,"protein_coding","Macaque","7",106.780412,"fibrous sheath CABYR binding protein [Source:VGNC Symbol;Acc:VGNC:72754]",51.59,1,3270,3102,3102,NA,NA,2
"ENSMMUG00000010860"," TOGARAM1","ENSMMUG00000010860",702188,"protein_coding","Macaque","7",107.257613,"TOG array regulator of axonemal microtubules 1 [Source:VGNC Symbol;Acc:VGNC:79212]",38.62,1,116196,5328,6397,205,864,20
"ENSMMUG00000003914"," KLHDC1","ENSMMUG00000003914",704472,"protein_coding","Macaque","7",111.892401,"kelch domain containing 1 [Source:VGNC Symbol;Acc:VGNC:74086]",40.05,1,59276,1221,1221,NA,NA,13
"ENSMMUG00000018274"," FRMD6","ENSMMUG00000018274",707266,"protein_coding","Macaque","7",113.84824,"FERM domain containing 6 [Source:VGNC Symbol;Acc:VGNC:72747]",38.1,2,78968,1857,3146,240,1620,14
"ENSMMUG00000018201"," NID2","ENSMMUG00000018201",710184,"protein_coding","Macaque","7",114.170157,"nidogen 2 [Source:VGNC Symbol;Acc:VGNC:75165]",43.68,1,62398,4131,4131,NA,NA,22
"ENSMMUG00000012325"," CNIH1","ENSMMUG00000012325",695002,"protein_coding","Macaque","7",116.519886,"cornichon family AMPA receptor auxiliary protein 1 [Source:VGNC Symbol;Acc:VGNC:71221]",38.43,2,18142,459,3072,24,2590,6
"ENSMMUG00000003509"," PSMA3","ENSMMUG00000003509",700251,"protein_coding","Macaque","7",120.337758,"proteasome 20S subunit alpha 3 [Source:NCBI gene (formerly Entrezgene);Acc:700251]",39.51,2,49752,786,1764,48,688,12
"ENSMMUG00000021070"," DAAM1","ENSMMUG00000021070",701706,"protein_coding","Macaque","7",121.278654,"dishevelled associated activator of morphosis 1 [Source:VGNC Symbol;Acc:VGNC:71657]",39.66,3,179146,3193,4020,57,713,25
"ENSMMUG00000017303"," SNAPC1","ENSMMUG00000017303",704797,"protein_coding","Macaque","7",123.838658,"small nuclear RNA activating complex polypeptide 1 [Source:VGNC Symbol;Acc:VGNC:77665]",39.86,2,35812,1052,2728,108,3135,10
"ENSMMUG00000004748"," ZBTB1","ENSMMUG00000004748",710277,"protein_coding","Macaque","7",126.570236,"zinc finger and BTB domain containing 1 [Source:VGNC Symbol;Acc:VGNC:79238]",41.42,6,86468,1991,2495,69,761,4
"ENSMMUG00000004341"," MAX","ENSMMUG00000004341",708228,"protein_coding","Macaque","7",127.109447,"MYC associated factor X [Source:VGNC Symbol;Acc:VGNC:74667]",44.59,5,56939,419,1646,191,1008,5
"ENSMMUG00000017260"," GPR65","ENSMMUG00000017260",693449,"protein_coding","Macaque","7",150.115727,"G protein-coupled receptor 65 [Source:VGNC Symbol;Acc:VGNC:73140]",36.37,1,8197,1014,2035,263,495,2
"ENSMMUG00000004606"," EML5","ENSMMUG00000004606",694095,"protein_coding","Macaque","7",150.743325,"EMAP like 5 [Source:VGNC Symbol;Acc:VGNC:72067]",37.8,4,188411,5862,5862,NA,NA,42
"ENSMMUG00000000321"," TTC7B","ENSMMUG00000000321",696029,"protein_coding","Macaque","7",152.679029,"tetratricopeptide repeat domain 7B [Source:VGNC Symbol;Acc:VGNC:79205]",46.71,6,275204,2532,2729,237,NA,21
"ENSMMUG00000014945"," PPP4R3A","ENSMMUG00000014945",100428159,"protein_coding","Macaque","7",153.604398,"protein phosphatase 4 regulatory subunit 3A [Source:VGNC Symbol;Acc:VGNC:76290]",40.19,2,50239,2526,2526,NA,NA,15
"ENSMMUG00000020751"," ","ENSMMUG00000020751",720515,"protein_coding","Macaque","7",154.185068,"",42.43,5,65558,996,1919,39,776,10
"ENSMMUG00000013966"," LGMN","ENSMMUG00000013966",703734,"protein_coding","Macaque","7",154.860001,"legumain [Source:VGNC Symbol;Acc:VGNC:74274]",46.77,3,43467,1242,1721,97,525,13
"ENSMMUG00000052453"," SERPINA11","ENSMMUG00000052453",701483,"protein_coding","Macaque","7",156.611327,"serpin family A member 11 [Source:HGNC Symbol;Acc:HGNC:19193]",46.32,1,12443,1269,5361,3,4089,4
"ENSMMUG00000011218"," SERPINA3","ENSMMUG00000011218",574106,"protein_coding","Macaque","7",156.782245,"serpin family A member 3 [Source:VGNC Symbol;Acc:VGNC:99238]",51.31,1,12402,1272,1911,34,570,5
"ENSMMUG00000023282"," AKR1C1","ENSMMUG00000023282",711440,"protein_coding","Macaque","9",6.133248,"aldo-keto reductase family 1, member C1 (dihydrodiol dehydrogenase 1; 20-alpha (3-alpha)-hydroxysteroid dehydrogenase) [Source:NCBI gene (formerly Entrezgene);Acc:711198]",39.88,9,284284,942,4376,498,3212,8
"ENSMMUG00000063267"," ","ENSMMUG00000063267",722496,"protein_coding","Macaque","9",6.454247,"",40.39,1,15082,969,3943,53,2921,7
"ENSMMUG00000017443"," NET1","ENSMMUG00000017443",712080,"protein_coding","Macaque","9",6.57951,"neuroepithelial cell transforming 1 [Source:VGNC Symbol;Acc:VGNC:75176]",37.55,2,43172,1710,3013,86,1217,11
"ENSMMUG00000006790"," USP6NL","ENSMMUG00000006790",694275,"protein_coding","Macaque","9",12.590384,"USP6 N-terminal like [Source:VGNC Symbol;Acc:VGNC:79055]",37.93,5,155722,2491,3556,86,1612,15
"ENSMMUG00000040456"," ACBD7","ENSMMUG00000040456",703039,"protein_coding","Macaque","9",16.238847,"acyl-CoA binding domain containing 7 [Source:VGNC Symbol;Acc:VGNC:106016]",46.76,2,14129,262,1514,45,1228,4
"ENSMMUG00000048865"," MALRD1","ENSMMUG00000048865",706887,"protein_coding","Macaque","9",20.185228,"MAM and LDL receptor class A domain containing 1 [Source:VGNC Symbol;Acc:VGNC:106069]",36.06,1,682721,6471,6471,NA,NA,40
"ENSMMUG00000057670"," ","ENSMMUG00000057670",NA,"protein_coding","Macaque","9",22.42082,"",46.38,1,1438,546,1438,132,760,1
"ENSMMUG00000003001"," MTPAP","ENSMMUG00000003001",694491,"protein_coding","Macaque","9",31.201026,"mitochondrial poly(A) polymerase [Source:VGNC Symbol;Acc:VGNC:106077]",40.15,1,39661,1749,3754,16,994,10
"ENSMMUG00000004930"," MAP3K8","ENSMMUG00000004930",696936,"protein_coding","Macaque","9",31.347474,"mitogen-activated protein kinase kinase kinase 8 [Source:VGNC Symbol;Acc:VGNC:81464]",42.47,3,30163,1508,3735,290,2760,8
"ENSMMUG00000015058"," KIF5B","ENSMMUG00000015058",696652,"protein_coding","Macaque","9",32.919069,"kinesin family member 5B [Source:VGNC Symbol;Acc:VGNC:74020]",37.48,3,48280,2858,4310,NA,1089,25
