"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"ENSMMUG00000023353"," EFL1","ENSMMUG00000023353",713570,"protein_coding","Macaque","7",59.432328,"elongation factor like GTPase 1 [Source:VGNC Symbol;Acc:VGNC:72112]",39.67,3,160940,2363,3536,36,1672,15
"ENSMMUG00000010760"," DCSTAMP","ENSMMUG00000010760",695237,"protein_coding","Macaque","8",104.613047,"dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:71659]",43.29,1,7644,1413,1413,NA,NA,3
"ENSMMUG00000022789"," LRP12","ENSMMUG00000022789",695448,"protein_coding","Macaque","8",104.754816,"LDL receptor related protein 12 [Source:VGNC Symbol;Acc:VGNC:74410]",36.08,2,91474,2552,3305,56,1451,6
"ENSMMUG00000019825"," UBE2D1","ENSMMUG00000019825",701716,"protein_coding","Macaque","9",79.662459,"ubiquitin conjugating enzyme E2 D1 [Source:VGNC Symbol;Acc:VGNC:78693]",37.89,3,102625,468,2702,152,2096,6
"ENSMMUG00000006925"," ","ENSMMUG00000006925",706710,"protein_coding","Macaque","12",34.162647,"",49.29,1,911,621,911,17,273,1
"ENSMMUG00000010526"," CACNB4","ENSMMUG00000010526",695172,"protein_coding","Macaque","12",38.976701,"calcium voltage-gated channel auxiliary subunit beta 4 [Source:VGNC Symbol;Acc:VGNC:82116]",41.84,9,263210,1339,2000,193,573,13
"ENSMMUG00000004815"," LCN15","ENSMMUG00000004815",721696,"protein_coding","Macaque","15",1.463477,"lipocalin 15 [Source:VGNC Symbol;Acc:VGNC:74179]",62.55,1,4860,555,755,19,90,7
"ENSMMUG00000018754"," LCN6","ENSMMUG00000018754",574148,"protein_coding","Macaque","15",1.481376,"lipocalin 6 [Source:NCBI gene (formerly Entrezgene);Acc:574148]",64.49,1,4168,540,540,NA,NA,6
"ENSMMUG00000055942"," SOHLH1","ENSMMUG00000055942",721833,"protein_coding","Macaque","15",2.581348,"spermatogenesis and oogenesis specific basic helix-loop-helix 1 [Source:HGNC Symbol;Acc:HGNC:27845]",61.46,3,6455,1216,1765,NA,549,7
"ENSMMUG00000038943"," ","ENSMMUG00000038943",695478,"protein_coding","Macaque","19",21.552359,"",39.96,3,181186,3639,7251,214,3398,4
"ENSMMUG00000059643"," ","ENSMMUG00000059643",696675,"protein_coding","Macaque","19",21.821501,"",40.93,3,138221,1765,5050,254,3116,4
"ENSMMUG00000003645"," ZNF726","ENSMMUG00000003645",NA,"protein_coding","Macaque","19",22.564261,"zinc finger protein 726 [Source:HGNC Symbol;Acc:HGNC:32462]",40.19,1,125055,1644,1923,93,NA,4
"ENSMMUG00000052284"," ZNF254","ENSMMUG00000052284",114674197,"protein_coding","Macaque","19",23.076872,"zinc finger protein 254 [Source:HGNC Symbol;Acc:HGNC:13047]",37.68,1,36378,1983,3839,100,1756,4
"ENSMMUG00000011244"," USP10","ENSMMUG00000011244",718471,"protein_coding","Macaque","20",71.656023,"ubiquitin specific peptidase 10 [Source:VGNC Symbol;Acc:VGNC:103881]",45.79,5,136351,2168,4389,142,3355,9
"ENSMMUG00000011245"," CRISPLD2","ENSMMUG00000011245",715516,"protein_coding","Macaque","20",71.832742,"cysteine rich secretory protein LCCL domain containing 2 [Source:VGNC Symbol;Acc:VGNC:81379]",50.39,1,87433,1494,4579,112,2861,15
"ENSMMUG00000005048"," MAMDC4","ENSMMUG00000005048",721668,"pseudogene","Macaque","15",1.354279,"MAM domain containing 4 [Source:VGNC Symbol;Acc:VGNC:74345]",66.23,1,8161,NA,3414,NA,NA,27
"ENSMMUG00000055711"," 5S_rRNA","ENSMMUG00000055711",NA,"rRNA","Macaque","1",86.59346,"5S ribosomal RNA [Source:RFAM;Acc:RF00001]",49.58,1,119,NA,119,NA,NA,1
"10",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GENE_ID",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
