"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"ENSMMUG00000019089"," CENPE","ENSMMUG00000019089",711186,"protein_coding","Macaque","5",101.51741,"centromere protein E [Source:VGNC Symbol;Acc:VGNC:71008]",34.63,9,89129,7866,10354,NA,2488,48
"ENSMMUG00000049998"," TACR3","ENSMMUG00000049998",653013,"protein_coding","Macaque","5",101.992776,"tachykinin receptor 3 [Source:VGNC Symbol;Acc:VGNC:107201]",35.59,1,109199,1392,6088,564,4132,5
"ENSMMUG00000017703"," COL25A1","ENSMMUG00000017703",697122,"protein_coding","Macaque","5",107.16602,"collagen type XXV alpha 1 chain [Source:VGNC Symbol;Acc:VGNC:81374]",37.16,1,513394,1965,1965,NA,NA,37
"ENSMMUG00000021226"," CFI","ENSMMUG00000021226",720962,"protein_coding","Macaque","5",108.070264,"complement factor I [Source:HGNC Symbol;Acc:HGNC:5394]",39.62,4,94138,1781,1866,74,192,14
"ENSMMUG00000023597"," ARSJ","ENSMMUG00000023597",702633,"protein_coding","Macaque","5",112.222082,"arylsulfatase family member J [Source:VGNC Symbol;Acc:VGNC:69916]",36.02,1,76135,1791,2667,438,NA,4
"ENSMMUG00000020655"," ZCCHC9","ENSMMUG00000020655",711578,"protein_coding","Macaque","6",78.083633,"zinc finger CCHC-type containing 9 [Source:VGNC Symbol;Acc:VGNC:84518]",38.06,1,11184,813,1396,48,488,6
"ENSMMUG00000064265"," XRCC4","ENSMMUG00000064265",712291,"protein_coding","Macaque","6",79.857212,"X-ray repair cross complementing 4 [Source:HGNC Symbol;Acc:HGNC:12831]",35.35,2,289098,976,1316,14,632,8
"ENSMMUG00000008738"," COMMD10","ENSMMUG00000008738",698295,"protein_coding","Macaque","6",113.679047,"COMM domain containing 10 [Source:VGNC Symbol;Acc:VGNC:71374]",37.8,4,368015,596,2156,150,1008,8
"ENSMMUG00000021160"," ADAMTS17","ENSMMUG00000021160",693447,"protein_coding","Macaque","7",79.301326,"ADAM metallopeptidase with thrombospondin type 1 motif 17 [Source:VGNC Symbol;Acc:VGNC:69440]",46.04,3,350764,3420,3420,NA,NA,22
"ENSMMUG00000000411"," OXA1L","ENSMMUG00000000411",712222,"protein_coding","Macaque","7",84.783879,"OXA1L mitochondrial inner membrane protein [Source:VGNC Symbol;Acc:VGNC:75729]",46.41,1,5992,1494,1494,NA,NA,11
"ENSMMUG00000008475"," AJUBA","ENSMMUG00000008475",712865,"protein_coding","Macaque","7",85.002162,"ajuba LIM protein [Source:VGNC Symbol;Acc:VGNC:69645]",54.55,1,8838,1617,1617,NA,NA,8
"ENSMMUG00000040817"," IRF9","ENSMMUG00000040817",715335,"protein_coding","Macaque","7",86.23952,"interferon regulatory factor 9 [Source:VGNC Symbol;Acc:VGNC:84361]",51.37,3,15198,1209,1966,73,363,10
"ENSMMUG00000012480"," REC8","ENSMMUG00000012480",715430,"protein_coding","Macaque","7",86.260435,"REC8 meiotic recombination protein [Source:VGNC Symbol;Acc:VGNC:76746]",54.43,1,8640,1698,2271,212,150,20
"ENSMMUG00000012493"," TM9SF1","ENSMMUG00000012493",715619,"protein_coding","Macaque","7",86.278546,"transmembrane 9 superfamily member 1 [Source:NCBI gene (formerly Entrezgene);Acc:715472]",49.39,3,23334,1460,1731,58,222,7
"ENSMMUG00000020698"," ADCY4","ENSMMUG00000020698",716138,"protein_coding","Macaque","7",86.407671,"adenylate cyclase 4 [Source:HGNC Symbol;Acc:HGNC:235]",54.8,4,20531,1939,2410,414,1056,12
"ENSMMUG00000003370"," NFATC4","ENSMMUG00000003370",714785,"protein_coding","Macaque","7",86.458818,"nuclear factor of activated T cells 4 [Source:VGNC Symbol;Acc:VGNC:75329]",55.28,2,14391,2796,4690,NA,3788,10
"ENSMMUG00000004271"," NOVA1","ENSMMUG00000004271",716705,"protein_coding","Macaque","7",88.525751,"NOVA alternative splicing regulator 1 [Source:VGNC Symbol;Acc:VGNC:75373]",33.07,5,152746,1168,2102,431,2080,5
"ENSMMUG00000051983"," ","ENSMMUG00000051983",NA,"protein_coding","Macaque","8",16.624966,"",39.39,1,2544,2544,2544,NA,NA,1
"ENSMMUG00000062368"," FGF20","ENSMMUG00000062368",701847,"protein_coding","Macaque","8",17.109147,"fibroblast growth factor 20 [Source:VGNC Symbol;Acc:VGNC:104454]",39.16,1,9777,636,1365,45,684,3
"ENSMMUG00000018572"," GHITM","ENSMMUG00000018572",702691,"protein_coding","Macaque","9",53.904737,"growth hormone inducible transmembrane protein [Source:VGNC Symbol;Acc:VGNC:72735]",38.4,3,14947,1038,1829,172,630,9
"ENSMMUG00000021610"," RGS10","ENSMMUG00000021610",703125,"protein_coding","Macaque","9",119.977264,"regulator of G protein signaling 10 [Source:VGNC Symbol;Acc:VGNC:76915]",49.26,5,47111,546,1514,63,2388,5
"ENSMMUG00000019462"," ITGAV","ENSMMUG00000019462",707756,"protein_coding","Macaque","12",73.697807,"integrin subunit alpha V [Source:VGNC Symbol;Acc:VGNC:73783]",35.76,4,98930,3110,3578,129,1745,30
"ENSMMUG00000022903"," INPP4A","ENSMMUG00000022903",707986,"protein_coding","Macaque","13",2.231373,"inositol polyphosphate-4-phosphatase type I A [Source:VGNC Symbol;Acc:VGNC:73747]",49.19,6,129296,2842,3072,82,220,24
"ENSMMUG00000043786"," TSGA10","ENSMMUG00000043786",713389,"protein_coding","Macaque","13",2.787733,"testis specific 10 [Source:VGNC Symbol;Acc:VGNC:106243]",37.65,5,149213,1569,1808,4,416,12
"ENSMMUG00000017555"," PRDM10","ENSMMUG00000017555",715177,"protein_coding","Macaque","14",122.5732,"PR/SET domain 10 [Source:VGNC Symbol;Acc:VGNC:76250]",43.46,4,101279,3433,4256,142,2563,20
"ENSMMUG00000018119"," SNX19","ENSMMUG00000018119",715704,"protein_coding","Macaque","14",123.508605,"sorting nexin 19 [Source:VGNC Symbol;Acc:VGNC:77755]",42.38,4,42085,2887,4388,584,1393,10
"ENSMMUG00000017458"," DCAF12","ENSMMUG00000017458",702148,"protein_coding","Macaque","15",50.070146,"DDB1 and CUL4 associated factor 12 [Source:VGNC Symbol;Acc:VGNC:71678]",46.28,2,39124,1394,2550,170,1974,9
"ENSMMUG00000016530"," NEK3","ENSMMUG00000016530",710127,"protein_coding","Macaque","17",30.596748,"NIMA related kinase 3 [Source:VGNC Symbol;Acc:VGNC:75309]",40.47,3,61123,1537,2047,102,497,16
"ENSMMUG00000016404"," CNMD","ENSMMUG00000016404",694189,"protein_coding","Macaque","17",31.196842,"chondromodulin [Source:VGNC Symbol;Acc:VGNC:71191]",42.15,1,35945,1005,1005,NA,NA,7
"ENSMMUG00000005620"," PCDH9","ENSMMUG00000005620",677696,"protein_coding","Macaque","17",47.706625,"protocadherin 9 [Source:VGNC Symbol;Acc:VGNC:75778]",34.64,6,948650,3253,3362,135,111,2
"ENSMMUG00000052196"," ","ENSMMUG00000052196",NA,"protein_coding","Macaque","17",69.351821,"",33.03,1,58249,225,1830,134,1202,3
"ENSMMUG00000062907"," ","ENSMMUG00000062907",NA,"protein_coding","Macaque","17",91.033796,"",38.99,1,2544,2544,2544,NA,NA,1
"ENSMMUG00000012666"," CARS2","ENSMMUG00000012666",694840,"protein_coding","Macaque","17",92.070359,"cysteinyl-tRNA synthetase 2, mitochondrial [Source:VGNC Symbol;Acc:VGNC:70631]",48.57,2,59417,1590,1810,105,125,16
"ENSMMUG00000015894"," ","ENSMMUG00000015894",100426988,"pseudogene","Macaque","7",82.076292,"",45.27,1,994,NA,993,NA,NA,2
"ENSMMUG00000054409"," ","ENSMMUG00000054409",NA,"TR_V_gene","Macaque","7",83.669672,"",47.92,1,384,384,384,NA,NA,1
"ENSMMUG00000064912"," Y_RNA","ENSMMUG00000064912",NA,"Y_RNA","Macaque","1",1.718542,"Y RNA [Source:RFAM;Acc:RF00019]",43.12,1,109,NA,109,NA,NA,1
"10",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
