"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"ENSMMUG00000040973"," LRRC24","ENSMMUG00000040973",703465,"protein_coding","Macaque","8",144.836532,"leucine rich repeat containing 24 [Source:NCBI gene (formerly Entrezgene);Acc:703465]",62.92,1,5359,1539,2182,95,453,5
"ENSMMUG00000013379"," RPL8","ENSMMUG00000013379",708535,"protein_coding","Macaque","8",145.105178,"ribosomal protein L8 [Source:VGNC Symbol;Acc:VGNC:84110]",58.72,1,2449,774,848,18,38,6
"ENSMMUG00000000451"," ","ENSMMUG00000000451",114669859,"protein_coding","Macaque","8",145.601004,"",64.42,5,5303,1515,2676,94,1264,6
"ENSMMUG00000004008"," SPATC1","ENSMMUG00000004008",713021,"protein_coding","Macaque","8",145.626666,"spermatosis and centriole associated 1 [Source:VGNC Symbol;Acc:VGNC:78016]",53.61,1,42006,1764,5579,NA,3815,5
"ENSMMUG00000048761"," RAC2","ENSMMUG00000048761",696709,"protein_coding","Macaque","10",14.325532,"Rac family small GTPase 2 [Source:VGNC Symbol;Acc:VGNC:98432]",56.3,1,18541,579,1461,111,386,7
"ENSMMUG00000014010"," RBFOX2","ENSMMUG00000014010",693642,"protein_coding","Macaque","10",15.512486,"RNA binding fox-1 homolog 2 [Source:VGNC Symbol;Acc:VGNC:76685]",39.76,10,295691,1216,2685,295,1330,14
"ENSMMUG00000063410"," ","ENSMMUG00000063410",NA,"protein_coding","Macaque","12",0.353104,"",42.44,3,13413,930,1622,200,325,4
"ENSMMUG00000021625"," ","ENSMMUG00000021625",702829,"protein_coding","Macaque","12",0.420967,"",52.3,2,6247,681,2637,NA,3912,6
"ENSMMUG00000012013"," ","ENSMMUG00000012013",704495,"protein_coding","Macaque","19",27.396599,"",38.48,2,46505,1053,1388,335,NA,10
"ENSMMUG00000013374"," ZNF574","ENSMMUG00000013374",706729,"protein_coding","Macaque","19",41.221847,"zinc finger protein 574 [Source:VGNC Symbol;Acc:VGNC:79584]",55.52,3,12283,2620,3262,159,325,2
"ENSMMUG00000021945"," ","ENSMMUG00000021945",114673994,"protein_coding","Macaque","19",54.796336,"",59.66,1,10994,2154,2154,NA,NA,20
"ENSMMUG00000002984"," PDXDC1","ENSMMUG00000002984",717685,"protein_coding","Macaque","20",14.830011,"pyridoxal dependent decarboxylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28995]",44.79,9,58240,2501,2978,251,1248,24
"ENSMMUG00000005593"," ","ENSMMUG00000005593",693296,"protein_coding","Macaque","20",17.625898,"",43.59,5,18944,911,1231,30,1571,8
"10",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GENE_ID",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
