"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"ENSMMUG00000051331"," GFRAL","ENSMMUG00000051331",714935,"protein_coding","Macaque","4",114.166026,"GDNF family receptor alpha like [Source:VGNC Symbol;Acc:VGNC:104386]",34.83,2,65018,1174,1174,NA,NA,9
"ENSMMUG00000008684"," GCLC","ENSMMUG00000008684",710508,"protein_coding","Macaque","4",116.040292,"glutamate-cysteine ligase catalytic subunit [Source:VGNC Symbol;Acc:VGNC:72923]",41.12,2,46661,1832,2432,294,614,16
"ENSMMUG00000037816"," SERPINB6","ENSMMUG00000037816",716411,"protein_coding","Macaque","4",167.15609,"serpin family B member 6 [Source:VGNC Symbol;Acc:VGNC:83464]",51.83,5,17626,1151,2744,240,1573,7
"ENSMMUG00000030035"," CENPH","ENSMMUG00000030035",699620,"protein_coding","Macaque","6",67.722369,"centromere protein H [Source:VGNC Symbol;Acc:VGNC:70964]",43.27,1,20526,771,771,NA,NA,10
"ENSMMUG00000015175"," MCCC2","ENSMMUG00000015175",701211,"protein_coding","Macaque","6",68.416701,"methylcrotonyl-CoA carboxylase subunit 2 [Source:VGNC Symbol;Acc:VGNC:74677]",41.26,2,64632,1620,1620,NA,NA,16
"ENSMMUG00000003586"," ZNF366","ENSMMUG00000003586",100424526,"protein_coding","Macaque","6",69.254281,"zinc finger protein 366 [Source:VGNC Symbol;Acc:VGNC:79124]",42.31,1,67163,2235,6257,92,3839,5
"ENSMMUG00000021099"," TMEM174","ENSMMUG00000021099",703111,"protein_coding","Macaque","6",70.000961,"transmembrane protein 174 [Source:VGNC Symbol;Acc:VGNC:79689]",48.96,1,1685,732,1495,763,NA,2
"ENSMMUG00000017250"," NUDT12","ENSMMUG00000017250",703898,"protein_coding","Macaque","6",100.92701,"nudix hydrolase 12 [Source:VGNC Symbol;Acc:VGNC:75434]",34.19,1,13851,1389,3699,156,1997,7
"ENSMMUG00000064835"," SLC25A46","ENSMMUG00000064835",705968,"protein_coding","Macaque","6",108.173493,"solute carrier family 25 member 46 [Source:VGNC Symbol;Acc:VGNC:77569]",34.85,1,24161,1257,2607,101,1249,8
"ENSMMUG00000020502"," KCNN2","ENSMMUG00000020502",695374,"protein_coding","Macaque","6",111.854388,"potassium calcium-activated channel subfamily N member 2 [Source:VGNC Symbol;Acc:VGNC:74003]",38.46,2,144134,2572,2700,127,NA,9
"ENSMMUG00000006646"," CSNK1G3","ENSMMUG00000006646",701702,"protein_coding","Macaque","6",121.016764,"casein kinase 1 gamma 3 [Source:VGNC Symbol;Acc:VGNC:81384]",34.59,4,104170,1290,2786,270,1214,13
"ENSMMUG00000001151"," MTUS1","ENSMMUG00000001151",702990,"protein_coding","Macaque","8",17.777964,"microtubule associated scaffold protein 1 [Source:VGNC Symbol;Acc:VGNC:84018]",41.38,8,161056,3068,3701,184,1472,12
"ENSMMUG00000019082"," SFRP1","ENSMMUG00000019082",702876,"protein_coding","Macaque","8",41.840223,"secreted frizzled related protein 1 [Source:VGNC Symbol;Acc:VGNC:77185]",48.48,1,48578,945,5953,522,4486,3
"ENSMMUG00000020185"," VDAC3","ENSMMUG00000020185",705116,"protein_coding","Macaque","8",42.999799,"voltage dependent anion channel 3 [Source:VGNC Symbol;Acc:VGNC:84135]",44.82,7,57009,859,1897,81,1546,9
"ENSMMUG00000059564"," ","ENSMMUG00000059564",NA,"protein_coding","Macaque","9",96.348392,"",46.86,1,1543,345,1543,931,267,1
"ENSMMUG00000013033"," TACC2","ENSMMUG00000013033",705497,"protein_coding","Macaque","9",122.462997,"transforming acidic coiled-coil containing protein 2 [Source:VGNC Symbol;Acc:VGNC:78081]",48.34,9,258242,8860,8895,45,NA,23
"ENSMMUG00000021140"," C9H10orf120","ENSMMUG00000021140",NA,"protein_coding","Macaque","9",123.182873,"chromosome 9 C10orf120 homolog [Source:VGNC Symbol;Acc:VGNC:70632]",40.57,1,24246,957,1232,82,193,5
"ENSMMUG00000018823"," TMEM191C","ENSMMUG00000018823",697070,"protein_coding","Macaque","10",31.48435,"transmembrane protein 191C [Source:NCBI gene (formerly Entrezgene);Acc:697070]",56.34,3,7197,1031,2600,NA,4708,9
"ENSMMUG00000063099"," PI3","ENSMMUG00000063099",574237,"protein_coding","Macaque","10",80.40127,"peptidase inhibitor 3 [Source:VGNC Symbol;Acc:VGNC:107914]",50.2,2,2498,354,1530,502,534,2
"ENSMMUG00000003404"," RBPJL","ENSMMUG00000003404",717625,"protein_coding","Macaque","10",80.53263,"recombination signal binding protein for immunoglobulin kappa J region like [Source:VGNC Symbol;Acc:VGNC:84535]",53.94,1,10061,1554,1554,NA,NA,12
"ENSMMUG00000062371"," WFDC9","ENSMMUG00000062371",714926,"protein_coding","Macaque","10",80.820712,"WAP four-disulfide core domain 9 [Source:VGNC Symbol;Acc:VGNC:108080]",44.06,1,2079,270,270,NA,NA,3
"ENSMMUG00000051988"," ","ENSMMUG00000051988",NA,"protein_coding","Macaque","10",81.665748,"",45.99,1,4412,333,4412,2713,1366,1
"ENSMMUG00000058754"," ","ENSMMUG00000058754",NA,"protein_coding","Macaque","10",84.092302,"",47.17,1,1802,378,1802,1200,224,1
"ENSMMUG00000062795"," ","ENSMMUG00000062795",NA,"protein_coding","Macaque","10",84.424839,"",45.83,1,2913,348,2913,300,2265,1
"ENSMMUG00000062006"," METAP2","ENSMMUG00000062006",712400,"protein_coding","Macaque","11",95.281367,"methionyl aminopeptidase 2 [Source:VGNC Symbol;Acc:VGNC:74518]",39.31,1,46120,1437,6452,361,4654,11
"ENSMMUG00000009255"," VPS29","ENSMMUG00000009255",709646,"protein_coding","Macaque","11",110.141167,"VPS29 retromer complex component [Source:VGNC Symbol;Acc:VGNC:78956]",42.01,4,13519,562,2087,571,558,4
"ENSMMUG00000052420"," TMEM132A","ENSMMUG00000052420",695291,"protein_coding","Macaque","14",13.29714,"transmembrane protein 132A [Source:VGNC Symbol;Acc:VGNC:107654]",58.45,2,13195,3060,3268,163,252,11
"ENSMMUG00000014530"," PRPF19","ENSMMUG00000014530",696170,"protein_coding","Macaque","14",13.32882,"pre-mRNA processing factor 19 [Source:VGNC Symbol;Acc:VGNC:76281]",47.02,2,15837,1527,1866,253,424,16
"ENSMMUG00000011166"," MS4A8","ENSMMUG00000011166",696345,"protein_coding","Macaque","14",13.495092,"membrane spanning 4-domains A8 [Source:VGNC Symbol;Acc:VGNC:74733]",45.67,2,20272,728,3248,444,3264,7
"ENSMMUG00000018266"," TRAF6","ENSMMUG00000018266",716907,"protein_coding","Macaque","14",28.948872,"TNF receptor associated factor 6 [Source:VGNC Symbol;Acc:VGNC:101417]",39.34,1,24961,1569,5470,118,3665,7
"ENSMMUG00000014806"," MAML2","ENSMMUG00000014806",700074,"protein_coding","Macaque","14",89.214943,"mastermind like transcriptional coactivator 2 [Source:VGNC Symbol;Acc:VGNC:74297]",40.08,1,367013,3456,5885,206,2017,6
"ENSMMUG00000018180"," FBXO47","ENSMMUG00000018180",695069,"protein_coding","Macaque","16",50.009479,"F-box protein 47 [Source:VGNC Symbol;Acc:VGNC:72603]",40.74,2,35841,1360,3535,23,4303,10
"ENSMMUG00000007891"," RB1","ENSMMUG00000007891",704871,"protein_coding","Macaque","17",26.725419,"RB transcriptional corepressor 1 [Source:VGNC Symbol;Acc:VGNC:76675]",36.58,2,174791,2649,3617,149,1787,26
"ENSMMUG00000059012"," ","ENSMMUG00000059012",NA,"protein_coding","Macaque","18",27.90645,"",36.56,1,71516,195,1816,281,217,5
"ENSMMUG00000015178"," CDH2","ENSMMUG00000015178",711526,"protein_coding","Macaque","18",54.264832,"cadherin 2 [Source:VGNC Symbol;Acc:VGNC:70813]",37.42,3,251705,2649,3918,84,1862,16
"ENSMMUG00000020520"," PPP6R1","ENSMMUG00000020520",699222,"protein_coding","Macaque","19",54.963365,"protein phosphatase 6 regulatory subunit 1 [Source:VGNC Symbol;Acc:VGNC:76341]",56.16,8,167440,2413,3747,264,1148,21
"ENSMMUG00000021673"," ZFP28","ENSMMUG00000021673",100425275,"protein_coding","Macaque","19",56.280498,"ZFP28 zinc finger protein [Source:VGNC Symbol;Acc:VGNC:79093]",40.2,2,15509,2608,2760,75,227,8
"ENSMMUG00000012157"," USP29","ENSMMUG00000012157",706514,"protein_coding","Macaque","19",56.767817,"ubiquitin specific peptidase 29 [Source:VGNC Symbol;Acc:VGNC:79150]",42.13,1,2739,2739,2739,NA,NA,1
"ENSMMUG00000015673"," ZIM3","ENSMMUG00000015673",106994867,"protein_coding","Macaque","19",56.773324,"zinc finger imprinted 3 [Source:VGNC Symbol;Acc:VGNC:84910]",46.18,1,5301,1419,1419,NA,NA,5
"ENSMMUG00000006010"," ZNF805","ENSMMUG00000006010",106994890,"protein_coding","Macaque","19",56.818533,"zinc finger protein 805 [Source:NCBI gene (formerly Entrezgene);Acc:709900]",46.2,7,51333,1501,1681,324,306,5
"ENSMMUG00000019286"," ZNF543","ENSMMUG00000019286",100428082,"protein_coding","Macaque","19",56.938582,"zinc finger protein 543 [Source:HGNC Symbol;Acc:HGNC:25281]",48.24,1,9790,1803,2484,382,299,4
"ENSMMUG00000012407"," ","ENSMMUG00000012407",NA,"protein_coding","Macaque","20",33.555108,"",37.49,5,60765,1163,3249,128,3022,5
"ENSMMUG00000020473"," ","ENSMMUG00000020473",704657,"protein_coding","Macaque","20",44.680164,"",45.79,2,14263,927,1736,42,384,10
"ENSMMUG00000006362"," HUWE1","ENSMMUG00000006362",700136,"protein_coding","Macaque","X",53.263692,"HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:VGNC Symbol;Acc:VGNC:73462]",40.9,6,152912,12982,13406,142,651,82
"ENSMMUG00000046259"," MAGEH1","ENSMMUG00000046259",703812,"protein_coding","Macaque","X",55.312357,"MAGE family member H1 [Source:NCBI gene (formerly Entrezgene);Acc:703812]",48.73,1,1498,660,1498,302,536,1
"ENSMMUG00000008825"," OCRL","ENSMMUG00000008825",702345,"protein_coding","Macaque","X",125.800337,"OCRL inositol polyphosphate-5-phosphatase [Source:VGNC Symbol;Acc:VGNC:75577]",39.79,2,51182,2672,4235,430,2266,22
"ENSMMUG00000008389"," RBMX2","ENSMMUG00000008389",703472,"protein_coding","Macaque","X",126.663312,"RNA binding motif protein X-linked 2 [Source:NCBI gene (formerly Entrezgene);Acc:703472]",43.07,1,11457,969,1834,60,805,6
"ENSMMUG00000005828"," ","ENSMMUG00000005828",700746,"pseudogene","Macaque","8",13.631866,"",43.04,1,955,NA,951,NA,NA,2
"10",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
