chromosome,region_start,region_end,gene_id,gene_name,gene_start,gene_end,methylation_diff,p_value,q_value,direction,Unnamed: 0,genebody,Methylation Difference,p-value,q-value
chr7,77200000,77300000,ENSMMUG00000062173,AZIN1,77264964,77283746,-0.0333863348699653,0.0317128149212107,0.6263101077592567,Decreased in Stressed,23299,ENSMMUG00000062173,0.22576922,0.0277185416615701,0.9960791516954456
chr7,150100000,150200000,ENSMMUG00000017261,CHGA,150048404,150104676,-0.0447131197007067,0.0465701880994234,0.6263101077592567,Decreased in Stressed,24014,ENSMMUG00000017261,0.36517763,0.0465701880994234,0.9960791516954456
chr7,152600000,152700000,ENSMMUG00000055473,NDRG1,152665086,152674041,-0.0468661851224272,0.0411020596927643,0.6263101077592567,Decreased in Stressed,24035,ENSMMUG00000055473,-1.2453822,0.0167911293745895,0.9960791516954456
chr7,153500000,153600000,ENSMMUG00000020687,R3HCC1L,153419951,153567185,-0.0482777992636045,0.0465701880994234,0.6263101077592567,Decreased in Stressed,24043,ENSMMUG00000020687,0.4546373,0.0411020596927643,0.9960791516954456
chr7,155300000,155400000,ENSMMUG00000004027,CEP170B,155393199,155498935,-0.0511199823238853,0.0411020596927643,0.6263101077592567,Decreased in Stressed,24069,ENSMMUG00000004027,0.37572312,0.0411020596927643,0.9960791516954456
chr7,155400000,155500000,ENSMMUG00000004027,CEP170B,155393199,155498935,-0.0512930825263265,0.0411020596927643,0.6263101077592567,Decreased in Stressed,24069,ENSMMUG00000004027,0.37572312,0.0411020596927643,0.9960791516954456
chr7,156600000,156700000,ENSMMUG00000052453,DCSTAMP,156611326,156623769,-0.0531854160215243,0.0465701880994234,0.6263101077592567,Decreased in Stressed,24089,ENSMMUG00000052453,-0.34850368,0.0097806574568193,0.9960791516954456
chr8,7700000,7800000,ENSMMUG00000018517,TSPAN14,7732154,7733020,-0.0571372203739459,0.0411020596927643,0.4297229039500438,Decreased in Stressed,24360,ENSMMUG00000018517,-0.3204748,0.0042216714512216,0.9960791516954456
chr8,8000000,8100000,ENSMMUG00000060700,SLC24A4,8046410,8048491,-0.054266225367087,0.0465701880994234,0.4297229039500438,Decreased in Stressed,24368,ENSMMUG00000060700,-0.27168113,0.0339863803397447,0.9960791516954456
chr8,49300000,49400000,ENSMMUG00000053238,IFIT1,49292681,49305336,-0.0409683242655639,0.0465701880994234,0.4297229039500438,Decreased in Stressed,24715,ENSMMUG00000053238,0.28312874,0.0317128149212107,0.9960791516954456
chr8,49500000,49600000,ENSMMUG00000053137,,49545790,49546692,-0.0409677405262483,0.0411020596927643,0.4297229039500438,Decreased in Stressed,24720,ENSMMUG00000053137,2.6469874,0.0303201088169269,0.9960791516954456
chr8,92700000,92800000,ENSMMUG00000057799,AP3M1,92752837,92761012,0.060996721789815,0.0004776166695207,0.041004361843942,Increased in Stressed,24996,ENSMMUG00000057799,0.7034029,0.0337669172661446,0.9960791516954456
chr8,100500000,100600000,ENSMMUG00000004387,RGS10,100524274,100578693,0.0626144944220107,0.0181377842547257,0.2724486119104599,Increased in Stressed,25061,ENSMMUG00000004387,-0.6217272,0.0097806574568193,0.9960791516954456
chr9,6500000,6600000,ENSMMUG00000017443,,6579509,6622681,-0.0358678586958631,0.0465701880994234,0.3352480761591591,Decreased in Stressed,25489,ENSMMUG00000017443,0.31993705,0.0097806574568193,0.9960791516954456
chr9,6600000,6700000,ENSMMUG00000017443,,6579509,6622681,-0.0357555006354227,0.0465701880994234,0.3352480761591591,Decreased in Stressed,25489,ENSMMUG00000017443,0.31993705,0.0097806574568193,0.9960791516954456
chr9,31300000,31400000,ENSMMUG00000004930,Metazoa_SRP,31347473,31377636,-0.0320072167390353,0.0361586106713543,0.3352480761591591,Decreased in Stressed,25696,ENSMMUG00000004930,0.51034,0.0241496967134148,0.9960791516954456
chr9,32200000,32300000,ENSMMUG00000015453,Metazoa_SRP,32263179,32446142,-0.0351530992372126,0.0209643430033235,0.3352480761591591,Decreased in Stressed,25702,ENSMMUG00000015453,0.3610232,0.0411020596927643,0.9960791516954456
chr9,32300000,32400000,ENSMMUG00000015453,Metazoa_SRP,32263179,32446142,-0.0355201871377762,0.0209643430033235,0.3352480761591591,Decreased in Stressed,25702,ENSMMUG00000015453,0.3610232,0.0411020596927643,0.9960791516954456
chr9,32400000,32500000,ENSMMUG00000015453,Metazoa_SRP,32263179,32446142,-0.0358697762557955,0.0209643430033235,0.3352480761591591,Decreased in Stressed,25702,ENSMMUG00000015453,0.3610232,0.0411020596927643,0.9960791516954456
